,smiles,sequence,interactions
264,349,297,0
265,220,192,1
266,351,299,0
267,352,229,1
268,353,300,0
269,354,8,0
270,357,303,0
271,358,304,1
272,359,77,1
273,360,248,1
274,361,305,1
275,362,145,1
276,366,308,1
277,367,214,1
278,369,310,0
279,371,312,1
280,372,313,0
281,373,314,1
282,136,315,0
283,374,237,1
284,375,316,0
285,376,317,0
286,377,77,1
287,378,149,1
288,379,103,0
289,381,319,0
290,152,321,0
291,383,148,1
292,384,322,0
293,385,323,0
294,386,324,0
295,387,138,0
296,388,210,0
297,377,68,0
298,389,325,0
299,390,326,0
300,366,327,1
301,391,328,0
302,393,329,0
303,395,331,0
304,396,72,1
305,397,332,1
306,398,334,1
307,399,335,0
308,400,336,1
309,401,148,1
310,402,337,0
311,328,339,1
312,404,302,0
313,405,340,1
314,406,341,1
315,407,87,1
316,408,80,0
317,411,41,0
318,412,29,1
319,413,88,1
320,414,189,1
321,415,281,1
322,271,74,1
323,416,345,0
324,417,346,0
325,418,347,1
326,420,130,1
327,168,208,1
328,297,282,1
329,421,349,0
330,422,350,0
331,425,165,0
332,426,118,1
333,427,351,0
334,428,352,1
335,429,353,0
336,139,77,1
337,430,354,0
338,431,355,0
339,432,77,1
340,433,356,0
341,434,14,1
342,211,194,1
343,435,357,0
344,436,358,0
345,437,359,0
346,375,148,1
347,442,363,0
348,443,339,1
349,444,49,0
350,445,350,0
351,446,174,1
352,448,208,1
353,339,364,0
354,449,365,1
355,50,366,0
356,450,367,0
357,451,100,1
358,452,368,0
359,453,369,0
360,454,370,0
361,455,371,0
362,457,373,0
363,458,374,0
364,459,375,1
365,461,377,0
366,464,380,1
367,465,381,0
368,467,383,0
369,331,384,0
370,469,385,1
371,471,186,1
372,472,132,1
373,475,390,1
374,476,391,1
375,477,392,0
376,478,393,0
377,479,149,1
378,480,394,0
379,482,138,0
380,483,396,1
381,485,398,0
382,488,400,1
383,491,249,0
384,493,404,0
385,496,406,0
386,497,37,1
387,65,407,1
388,148,37,1
389,498,94,1
390,499,408,0
391,501,410,0
392,502,411,0
393,503,268,1
394,322,19,0
395,504,412,1
396,506,414,0
397,507,415,0
398,383,357,1
399,508,416,0
400,510,81,0
401,512,72,1
402,52,153,1
403,513,419,0
404,514,420,0
405,515,421,0
406,517,422,0
407,520,214,1
408,453,280,1
409,524,426,1
410,413,77,1
411,525,427,0
412,526,77,1
413,527,428,0
414,529,165,1
415,354,429,1
416,530,430,0
417,531,431,0
418,532,77,1
419,533,432,0
420,535,434,0
421,536,435,0
422,537,436,0
423,141,260,1
424,45,438,0
425,539,439,0
426,540,297,0
427,542,441,0
428,543,442,0
429,544,443,0
430,545,354,1
431,546,444,0
432,547,417,1
433,549,443,1
434,550,252,1
435,326,447,0
436,553,448,0
437,558,147,1
438,559,450,0
439,560,451,0
440,65,452,1
441,561,147,1
442,562,453,1
443,567,456,0
444,167,87,1
445,568,457,0
446,570,77,1
447,396,253,1
448,572,459,0
449,574,411,1
450,576,462,1
451,577,463,0
452,25,464,1
453,578,465,0
454,579,466,1
455,580,273,1
456,581,206,1
457,309,147,1
458,71,51,1
459,583,468,1
460,586,469,1
461,587,470,0
462,588,471,0
463,590,472,0
464,592,208,1
465,593,473,0
466,594,474,0
467,595,475,1
468,596,476,1
469,597,477,0
470,413,479,1
471,599,480,1
472,451,481,0
473,600,482,0
474,601,483,0
475,602,484,0
476,604,486,0
477,605,334,1
478,607,487,0
479,608,195,1
480,612,202,1
481,613,297,0
482,545,491,1
483,617,492,0
484,345,493,1
485,258,29,1
486,618,29,1
487,619,90,0
488,620,494,0
489,532,29,1
490,622,495,0
491,623,496,0
492,624,132,1
493,65,497,1
494,532,498,0
495,396,499,0
496,625,77,1
497,626,32,1
498,627,500,0
499,629,502,0
500,630,503,0
501,631,504,1
502,498,505,1
503,102,506,0
504,632,507,1
505,510,508,0
506,633,509,0
507,639,511,0
508,640,512,0
509,641,513,0
510,517,514,0
511,642,515,0
512,12,147,1
513,643,516,0
514,644,517,0
515,645,518,0
516,647,192,0
517,648,77,1
518,649,116,1
519,650,520,0
520,651,521,1
521,652,522,0
522,653,523,0
523,654,118,1
524,656,525,1
525,657,468,1
526,658,527,0
527,660,14,1
528,512,296,1
529,661,529,0
530,662,530,1
531,72,29,1
532,663,235,1
533,200,531,1
534,665,296,1
535,666,532,0
536,668,185,1
537,13,534,0
538,670,535,0
539,676,116,1
540,677,540,1
541,406,253,1
542,679,469,1
543,680,541,1
544,681,542,0
545,682,543,1
546,683,3,0
547,102,544,1
548,126,545,1
549,684,169,1
550,685,276,0
551,686,546,0
552,687,547,0
553,688,548,0
554,185,278,1
555,182,549,1
556,690,550,1
557,691,551,0
558,692,552,0
559,694,87,1
560,696,538,1
561,699,557,1
562,702,560,1
563,264,29,1
564,703,562,0
565,704,563,0
566,357,564,0
567,708,396,1
568,710,567,0
569,711,568,0
570,712,569,0
571,713,526,0
572,714,118,1
573,716,295,1
574,717,570,1
575,720,149,1
576,721,273,0
577,297,77,1
578,722,572,0
579,724,573,0
580,727,296,1
581,728,575,0
582,730,14,1
583,731,576,0
584,286,578,1
585,733,579,0
586,734,580,0
587,735,582,0
588,736,583,0
589,737,479,1
590,738,530,0
591,713,148,1
592,579,584,1
593,739,585,0
594,740,586,0
595,741,403,1
596,742,587,1
597,743,588,0
598,322,461,1
599,746,592,0
600,747,405,1
601,748,347,0
602,749,208,1
603,750,595,0
604,751,352,0
605,753,100,1
606,754,596,0
607,604,401,1
608,757,597,0
609,619,598,1
610,759,599,0
611,760,600,0
612,761,469,1
613,762,601,0
614,765,603,1
615,767,605,0
616,769,607,0
617,212,302,0
618,770,118,1
619,547,608,0
620,417,609,0
621,772,611,0
622,773,78,0
623,776,614,0
624,778,64,1
625,779,615,0
626,125,3,1
627,782,392,0
628,284,74,1
629,532,617,0
630,785,618,0
631,6,620,0
632,786,621,0
633,358,7,0
634,787,622,0
635,206,572,0
636,790,624,1
637,193,9,1
638,791,625,1
639,792,433,1
640,794,627,1
641,284,106,1
642,795,5,1
643,796,628,0
644,797,53,0
645,798,629,0
646,799,630,1
647,800,631,0
648,801,632,1
649,803,524,0
650,328,634,1
651,804,253,1
652,805,320,1
653,806,635,0
654,807,636,0
655,808,134,1
656,809,637,1
657,810,147,1
658,153,194,1
659,811,639,0
660,812,640,1
661,813,148,1
662,391,642,1
663,814,104,1
664,815,92,1
665,816,643,1
666,817,191,0
667,818,118,1
668,819,644,1
669,820,103,1
670,821,645,0
671,822,646,0
672,323,426,1
673,823,648,0
674,824,649,1
675,825,650,0
676,827,647,0
677,828,652,0
678,829,17,0
679,830,0,1
680,831,455,0
681,832,653,0
682,833,654,1
683,12,10,1
684,834,61,0
685,547,655,0
686,836,361,0
687,757,409,0
688,837,80,0
689,838,656,0
690,731,16,1
691,840,657,1
692,841,658,0
693,811,317,0
694,316,659,1
695,842,660,0
696,843,661,0
697,844,229,1
698,845,342,1
699,846,27,1
700,848,87,0
701,476,662,1
702,849,663,0
703,850,326,0
704,852,111,1
705,853,665,1
706,854,666,0
707,855,667,0
708,813,668,1
709,856,669,0
710,857,670,0
711,859,60,1
712,852,674,0
713,861,675,1
714,532,676,0
715,862,677,1
716,776,678,0
717,864,570,0
718,578,680,0
719,179,681,1
720,721,14,1
721,866,149,1
722,323,130,1
723,867,682,0
724,868,453,1
725,869,390,1
726,871,684,0
727,90,14,1
728,430,480,1
729,475,685,0
730,717,78,1
731,874,314,0
732,875,687,0
733,877,237,0
734,878,565,1
735,880,691,0
736,881,516,0
737,882,692,0
738,883,195,1
739,884,693,1
740,885,560,1
741,313,255,0
742,696,260,1
743,887,695,0
744,192,696,1
745,888,264,1
746,385,550,1
747,889,355,0
748,704,698,1
749,891,699,1
750,892,278,1
751,218,700,1
752,347,701,0
753,893,160,0
754,894,402,1
755,414,369,1
756,895,364,0
757,897,702,1
758,286,703,1
759,898,704,0
760,884,705,1
761,899,706,1
762,900,707,0
763,903,689,1
764,906,709,0
765,907,204,1
766,908,64,0
767,910,379,0
768,911,261,1
769,913,20,0
770,65,710,1
771,914,432,0
772,158,488,0
773,730,711,1
774,917,713,0
775,918,714,1
776,920,716,0
777,529,717,1
778,869,118,1
779,922,640,0
780,923,273,1
781,924,719,1
782,925,689,0
783,808,720,1
784,887,273,1
785,926,721,0
786,927,722,0
787,928,723,0
788,583,221,1
789,931,726,1
790,932,727,0
791,933,728,0
792,934,114,0
793,840,729,0
794,935,730,0
795,936,732,0
796,303,628,0
797,937,177,1
798,13,733,1
799,938,734,0
800,939,725,1
801,940,546,0
802,941,735,0
803,330,736,1
804,942,677,1
805,944,229,1
806,945,514,0
807,765,739,0
808,946,740,0
809,947,638,1
810,822,741,1
811,948,64,1
812,949,566,0
813,950,269,1
814,165,192,1
815,954,744,0
816,955,745,0
817,956,542,0
818,800,747,0
819,958,130,1
820,769,111,1
821,211,120,1
822,960,362,0
823,961,750,0
824,964,751,0
825,965,480,1
826,966,752,1
827,182,754,1
828,968,516,0
829,969,14,1
830,406,757,1
831,972,64,1
832,735,548,0
833,884,759,1
834,974,87,1
835,975,736,1
836,976,760,1
837,977,83,0
838,978,761,0
839,979,433,1
840,981,762,0
841,982,763,1
842,984,765,0
843,304,764,0
844,985,461,1
845,986,766,0
846,358,199,0
847,988,369,1
848,990,767,1
849,992,768,0
850,993,769,0
851,994,237,1
852,995,408,0
853,996,770,0
854,997,771,0
855,999,347,0
856,1000,611,0
857,820,774,1
858,1002,775,1
859,1003,37,1
860,90,125,1
861,223,327,0
862,1005,29,1
863,679,188,0
864,1007,106,1
865,255,777,0
866,1009,84,1
867,1010,779,1
868,588,780,0
869,949,666,0
870,1013,20,0
871,1014,782,1
872,1015,783,0
873,1017,785,0
874,198,465,1
875,406,786,1
876,1018,477,0
877,1019,787,0
878,1021,789,0
879,343,278,1
880,1022,790,0
881,668,8,1
882,561,339,1
883,1023,791,1
884,1024,792,1
885,1027,795,0
886,289,456,0
887,808,796,1
888,1028,77,1
889,1029,280,0
890,1030,797,0
891,1031,135,1
892,1033,603,1
893,428,14,1
894,1034,389,0
895,13,77,1
896,1036,550,1
897,1037,799,1
898,1039,322,0
899,1040,226,0
900,803,550,1
901,453,801,0
902,1041,148,1
903,1042,347,1
904,148,35,1
905,1044,803,0
906,1045,217,0
907,1046,804,0
908,328,807,1
909,1049,111,1
910,1050,808,0
911,1051,685,0
912,1052,338,1
913,413,809,1
914,1003,185,1
915,1053,810,0
916,286,811,1
917,1054,77,1
918,307,638,1
919,1056,13,1
920,1058,812,0
921,624,448,0
922,1059,813,0
923,1060,550,1
924,1061,115,1
925,1063,815,1
926,818,131,1
927,652,77,1
928,183,650,0
929,1065,97,0
930,1066,166,0
931,1067,816,1
932,297,147,1
933,1069,29,1
934,1071,202,0
935,1072,819,0
936,1073,820,0
937,1074,546,0
938,1075,426,1
939,1077,821,1
940,309,77,1
941,794,278,1
942,1079,823,0
943,1081,824,0
944,1082,253,1
945,1083,805,0
946,1084,14,1
947,711,208,0
948,1086,826,0
949,165,727,1
950,1087,330,0
951,1089,827,0
952,625,13,1
953,1092,829,1
954,335,77,1
955,740,757,1
956,148,8,1
957,1093,830,1
958,3,339,1
959,1094,831,0
960,125,77,1
961,134,650,0
962,1096,833,1
963,1098,826,0
964,1007,835,1
965,1099,125,1
966,1100,195,1
967,1101,378,1
968,52,836,1
969,1102,464,1
970,1103,96,0
971,1104,118,1
972,472,837,0
973,735,424,1
974,1105,838,0
975,1106,74,1
976,1107,131,0
977,1109,20,1
978,1110,375,1
979,1111,840,0
980,1112,841,1
981,141,84,1
982,17,842,0
983,1113,843,0
984,899,405,0
985,651,253,1
986,1114,67,1
987,561,711,1
988,93,74,1
989,1115,546,1
990,1117,845,1
991,1118,5,1
992,1119,443,1
993,1120,846,0
994,1122,847,1
995,682,848,1
996,1123,132,1
997,443,849,1
998,1124,118,1
999,529,850,1
1000,1126,77,1
1001,1127,851,0
1002,914,809,1
1003,1128,852,1
1004,1129,853,1
1005,8,130,1
1006,1130,854,1
1007,444,147,1
1008,822,855,0
1009,1132,32,0
1010,1133,856,0
1011,1134,77,1
1012,1135,77,1
1013,514,858,0
1014,574,860,0
1015,1136,861,0
1016,1137,640,0
1017,1139,863,1
1018,1140,620,0
1019,735,340,1
1020,1141,420,0
1021,1142,864,0
1022,1144,657,1
1023,1145,865,0
1024,958,194,1
1025,1133,86,1
1026,1146,867,0
1027,396,868,1
1028,1147,869,1
1029,366,361,1
1030,10,320,1
1031,841,870,0
1032,1148,713,0
1033,1149,871,0
1034,165,628,1
1035,527,729,1
1036,497,189,1
1037,1151,55,0
1038,1152,722,0
1039,1153,872,0
1040,1155,296,1
1041,1157,565,1
1042,1158,24,1
1043,1159,77,1
1044,1161,394,0
1045,1162,876,0
1046,1163,877,0
1047,142,136,1
1048,1164,565,1
1049,590,77,1
1050,1165,148,1
1051,465,878,0
1052,1167,12,0
1053,1168,879,0
1054,1169,880,1
1055,1170,10,1
1056,792,414,0
1057,1171,881,0
1058,1173,538,1
1059,1174,16,0
1060,1175,149,1
1061,1176,60,1
1062,1177,882,0
1063,1178,883,0
1064,1179,402,0
1065,1180,884,0
1066,1181,885,0
1067,631,548,1
1068,821,887,0
1069,179,67,1
1070,1182,877,1
1071,1183,888,0
1072,1185,889,1
1073,1187,892,0
1074,1188,893,0
1075,1189,719,0
1076,1190,894,1
1077,1191,611,1
1078,1192,564,0
1079,730,52,1
1080,515,895,0
1081,1196,896,1
1082,1197,897,0
1083,1198,212,0
1084,651,29,1
1085,1199,898,0
1086,371,726,1
1087,192,603,1
1088,1200,899,0
1089,533,900,0
1090,1201,901,1
1091,1202,902,0
1092,162,566,0
1093,1206,904,1
1094,1207,659,0
1095,1208,905,0
1096,331,906,1
1097,1210,194,1
1098,553,396,1
1099,319,405,1
1100,1212,603,0
1101,60,19,0
1102,385,189,1
1103,1214,909,0
1104,1215,910,0
1105,1067,912,0
1106,1218,913,1
1107,1219,378,1
1108,532,94,1
1109,309,84,1
1110,488,809,1
1111,1221,916,0
1112,1222,273,1
1113,341,917,1
1114,1223,480,1
1115,1224,914,1
1116,1225,918,0
1117,8,550,1
1118,1226,919,0
1119,717,375,1
1120,1227,920,0
1121,1228,921,1
1122,1089,922,0
1123,1139,515,1
1124,1230,606,0
1125,271,253,1
1126,982,923,1
1127,1231,889,0
1128,969,354,0
1129,1232,111,1
1130,1233,829,0
1131,1234,924,0
1132,1235,284,0
1133,1236,613,0
1134,282,925,0
1135,286,926,1
1136,120,927,0
1137,52,928,1
1138,1239,836,0
1139,1240,932,1
1140,996,610,1
1141,1245,935,0
1142,1246,936,0
1143,1248,65,0
1144,385,835,1
1145,185,550,1
1146,1251,937,1
1147,927,938,0
1148,790,861,1
1149,1252,105,0
1150,1171,939,0
1151,1253,405,1
1152,1254,909,0
1153,1255,317,0
1154,1256,756,1
1155,1258,940,0
1156,1260,942,0
1157,1262,345,0
1158,1173,148,1
1159,1263,943,0
1160,1264,224,0
1161,1265,945,1
1162,1266,946,0
1163,668,77,1
1164,1268,947,0
1165,1269,371,0
1166,1270,948,0
1167,1272,408,0
1168,733,949,0
1169,1274,950,0
1170,107,673,1
1171,219,111,1
1172,1277,402,0
1173,1278,119,1
1174,1279,887,0
1175,1280,952,0
1176,1282,125,1
1177,469,704,1
1178,1284,253,1
1179,501,873,0
1180,1104,452,1
1181,833,396,1
1182,1287,483,0
1183,80,955,1
1184,498,67,1
1185,1289,957,0
1186,1290,566,1
1187,1291,148,1
1188,1119,958,0
1189,1031,217,1
1190,1292,581,0
1191,258,94,1
1192,1294,281,1
1193,949,207,1
1194,892,280,1
1195,1295,169,1
1196,1297,959,0
1197,1298,960,0
1198,686,962,0
1199,1301,963,1
1200,657,944,0
1201,964,566,1
1202,286,964,1
1203,52,965,1
1204,1303,797,1
1205,1304,742,0
1206,1305,711,0
1207,1307,501,0
1208,1308,784,0
1209,1310,207,1
1210,1311,967,0
1211,1312,148,1
1212,958,189,1
1213,1314,327,1
1214,1315,969,1
1215,730,32,1
1216,1316,970,0
1217,1317,149,1
1218,1318,253,1
1219,1319,971,1
1220,1321,973,0
1221,1322,29,1
1222,1323,253,1
1223,64,668,0
1224,1325,869,0
1225,1326,80,1
1226,1327,975,0
1227,1328,273,1
1228,1330,977,0
1229,1331,18,1
1230,75,727,1
1231,1065,978,0
1232,1321,979,0
1233,1315,980,0
1234,1332,525,1
1235,1333,981,0
1236,1334,10,1
1237,1335,982,0
1238,1336,983,0
1239,1337,67,1
1240,1208,984,0
1241,880,268,0
1242,49,137,0
1243,1338,155,1
1244,1339,92,1
1245,1340,140,1
1246,1084,295,1
1247,1341,14,1
1248,822,985,0
1249,103,727,1
1250,6,452,1
1251,65,986,1
1252,1344,675,1
1253,1345,20,0
1254,1346,74,1
1255,1347,744,0
1256,1349,988,0
1257,1350,943,0
1258,1351,533,0
1259,1352,989,0
1260,1353,67,0
1261,1354,990,1
1262,1355,464,1
1263,1356,271,0
1264,1357,405,1
1265,1358,781,1
1266,1359,991,0
1267,1360,300,0
1268,1361,992,1
1269,911,690,1
1270,1363,220,1
1271,1364,666,0
1272,926,993,1
1273,123,994,1
1274,1366,995,0
1275,849,996,0
1276,1367,688,0
1277,211,237,1
1278,1368,977,0
1279,651,779,1
1280,1369,148,1
1281,220,998,1
1282,1370,1000,0
1283,1371,1001,0
1284,1158,1002,0
1285,1327,233,0
1286,986,720,0
1287,857,740,0
1288,976,1003,0
1289,1372,5,1
1290,1373,1004,1
1291,1375,557,1
1292,1376,1005,0
1293,65,561,1
1294,1377,1006,0
1295,1379,1008,0
1296,1380,1009,0
1297,286,1010,1
1298,80,77,1
1299,1383,1011,1
1300,264,118,1
1301,397,466,0
1302,383,830,0
1303,78,1012,0
1304,812,765,0
1305,1384,1013,1
1306,1385,1014,0
1307,1386,942,0
1308,722,6,0
1309,435,1016,0
1310,1387,225,0
1311,1388,1017,0
1312,165,8,1
1313,1389,281,1
1314,1390,1018,0
1315,1391,1019,0
1316,339,891,1
1317,1392,1020,1
1318,233,1021,0
1319,1393,77,1
1320,798,531,0
1321,1314,1022,1
1322,1394,118,1
1323,1086,1024,1
1324,1395,1026,0
1325,969,148,1
1326,914,337,0
1327,1396,1027,0
1328,345,550,1
1329,1397,1028,0
1330,386,914,1
1331,1056,733,1
1332,927,1029,0
1333,1400,1032,0
1334,1401,621,0
1335,1096,628,0
1336,286,732,1
1337,856,1034,0
1338,1402,1035,1
1339,1403,272,0
1340,1404,1036,0
1341,1405,519,1
1342,1106,452,1
1343,1406,934,0
1344,1408,1038,0
1345,1409,210,0
1346,1410,1039,1
1347,1412,1040,1
1348,1414,67,1
1349,1415,469,0
1350,1416,1042,1
1351,1418,792,1
1352,1419,569,0
1353,1420,1045,0
1354,1421,1046,0
1355,182,1047,1
1356,1028,1048,0
1357,668,278,1
1358,138,1049,0
1359,1424,973,0
1360,1425,986,0
1361,608,762,0
1362,102,1051,0
1363,1427,1053,0
1364,75,195,1
1365,167,14,1
1366,1431,1054,0
1367,1433,235,0
1368,1434,480,1
1369,1435,1055,0
1370,1436,603,1
1371,1437,103,0
1372,1438,187,0
1373,1439,525,0
1374,1440,260,1
1375,1442,29,1
1376,1371,106,1
1377,801,757,1
1378,1443,1057,0
1379,884,62,1
1380,1444,116,0
1381,1054,875,1
1382,1445,725,0
1383,1045,54,1
1384,413,555,0
1385,1449,1061,0
1386,8,74,1
1387,1450,998,1
1388,1451,1062,1
1389,1453,92,0
1390,1454,136,1
1391,1455,77,1
1392,1358,755,1
1393,1456,253,0
1394,1457,1064,1
1395,785,941,0
1396,1282,148,1
1397,1459,1066,0
1398,1460,616,1
1399,1461,669,0
1400,1462,524,1
1401,453,628,1
1402,41,39,0
1403,339,260,0
1404,1464,875,1
1405,1465,441,0
1406,1466,1068,0
1407,1467,29,1
1408,211,550,1
1409,1469,614,0
1410,1470,1070,0
1411,1471,1071,1
1412,1472,906,1
1413,1473,278,1
1414,1474,608,0
1415,1475,1072,0
1416,1476,106,1
1417,49,1074,1
1418,1477,1075,0
1419,1478,574,0
1420,1479,1076,0
1421,1093,354,0
1422,504,74,1
1423,1481,1077,0
1424,1482,460,0
1425,685,610,0
1426,507,652,0
1427,1484,1079,0
1428,1486,1080,0
1429,1042,818,0
1430,1192,479,0
1431,950,1081,0
1432,1488,1082,0
1433,467,755,1
1434,1490,1083,1
1435,65,1084,1
1436,1491,927,0
1437,1492,1085,1
1438,1493,1086,0
1439,1494,1087,1
1440,1495,869,0
1441,1453,1088,0
1442,1498,70,0
1443,1500,774,0
1444,1501,1090,0
1445,1502,94,0
1446,600,376,0
1447,727,63,1
1448,1505,281,0
1449,1506,18,1
1450,1508,184,0
1451,352,1092,0
1452,1509,393,0
1453,1511,253,1
1454,795,1094,0
1455,1084,3,1
1456,734,1095,0
1457,1514,1096,0
1458,259,494,0
1459,1515,118,1
1460,123,106,1
1461,322,60,1
1462,1517,1098,0
1463,840,1099,0
1464,1518,690,1
1465,1519,1100,1
1466,714,77,1
1467,1521,1042,1
1468,1518,367,1
1469,884,404,1
1470,1522,1102,0
1471,803,130,1
1472,1523,326,1
1473,111,369,0
1474,241,1103,0
1475,1524,577,0
1476,186,1104,0
1477,1525,314,1
1478,1526,149,1
1479,1527,233,1
1480,1528,1105,1
1481,1529,1106,1
1482,948,1108,0
1483,158,1109,0
1484,1533,906,1
1485,1535,29,1
1486,1536,1112,0
1487,1539,14,1
1488,309,237,1
1489,737,122,0
1490,1540,1114,1
1491,1542,1115,1
1492,1543,914,1
1493,1545,498,1
1494,713,558,0
1495,507,0,0
1496,1546,546,1
1497,966,234,1
1498,432,1117,1
1499,1548,894,0
1500,1549,671,0
1501,1394,1118,0
1502,1146,26,0
1503,126,77,1
1504,1550,1119,0
1505,1551,632,0
1506,165,948,0
1507,1552,858,0
1508,1553,1120,0
1509,219,1104,0
1510,855,77,1
1511,623,1121,0
1512,559,433,1
1513,353,1122,0
1514,1554,1123,0
1515,1555,1124,0
1516,1557,1026,0
1517,1558,1126,0
1518,162,1127,0
1519,297,67,1
1520,762,1128,0
1521,843,743,0
1522,1559,569,0
1523,1563,685,1
1524,1564,1131,0
1525,544,727,1
1526,1566,906,0
1527,1543,77,1
1528,714,914,1
1529,1567,1063,1
1530,600,1132,1
1531,1570,533,0
1532,1571,94,1
1533,1572,1134,0
1534,1575,1136,0
1535,1576,1080,0
1536,903,733,1
1537,966,724,1
1538,754,1140,0
1539,305,1141,1
1540,1579,273,1
1541,496,111,1
1542,1198,1142,0
1543,443,63,1
1544,1582,1143,0
1545,1042,148,1
1546,1583,70,1
1547,1584,111,0
1548,794,1144,1
1549,1586,148,1
1550,840,1146,0
1551,996,749,1
1552,461,1148,0
1553,869,417,1
1554,1588,1149,1
1555,1589,648,1
1556,1590,426,0
1557,1591,824,0
1558,1235,48,1
1559,795,1150,0
1560,1594,218,0
1561,663,994,1
1562,1595,206,1
1563,1596,975,0
1564,820,118,1
1565,1597,1153,0
1566,1598,204,1
1567,1599,1154,0
1568,331,1155,0
1569,1601,266,1
1570,1602,560,1
1571,1147,932,1
1572,1061,958,0
1573,1604,1157,0
1574,892,1061,1
1575,1347,1160,1
1576,1162,706,0
1577,330,1161,0
1578,1607,1162,1
1579,1609,264,0
1580,663,1163,0
1581,145,480,1
1582,1611,834,1
1583,1612,1164,0
1584,1613,1165,0
1585,753,1166,0
1586,1614,1167,1
1587,1616,1168,0
1588,1450,74,1
1589,1617,1169,0
1590,742,1170,0
1591,1618,1062,1
1592,1619,414,0
1593,93,94,1
