,smiles,sequence,interactions
193,265,183,1
194,266,184,1
195,267,185,0
196,268,186,0
197,269,187,1
198,271,17,1
199,273,26,0
200,275,191,1
201,276,192,1
202,279,193,1
203,280,194,1
204,281,3,0
205,282,170,1
206,283,165,1
207,284,195,1
208,285,196,0
209,288,199,0
210,289,48,0
211,290,37,0
212,291,200,0
213,293,202,0
214,294,3,0
215,295,203,0
216,296,67,1
217,297,204,0
218,298,166,1
219,301,206,0
220,302,32,0
221,304,208,0
222,305,185,0
223,306,209,1
224,307,82,1
225,311,211,1
226,313,65,0
227,146,133,0
228,314,158,1
229,316,15,1
230,320,182,0
231,322,169,0
232,227,216,0
233,324,41,0
234,329,214,0
235,330,3,0
236,331,219,1
237,334,221,0
238,335,222,0
239,336,72,0
240,338,223,1
241,342,72,0
242,343,225,1
243,344,24,0
244,345,32,0
245,346,42,0
246,347,189,1
247,348,122,0
248,350,226,1
249,353,77,0
250,354,229,0
251,355,25,0
252,356,75,1
253,357,7,0
254,358,3,0
255,363,101,1
256,364,231,0
257,366,43,1
258,79,142,1
259,354,234,0
260,370,236,1
261,372,3,0
262,374,148,1
263,375,0,0
264,377,239,0
265,126,3,0
266,381,50,1
267,382,48,0
268,383,182,0
269,384,242,0
270,385,243,1
271,386,244,0
272,387,111,0
273,388,245,0
274,389,91,0
275,390,32,0
276,392,41,0
277,393,246,0
278,395,7,0
279,396,242,1
280,398,134,1
281,401,39,0
282,406,33,0
283,407,113,1
284,205,250,0
285,408,251,1
286,409,149,0
287,410,211,1
288,411,0,0
289,413,86,0
290,414,253,1
291,416,254,0
292,417,255,0
293,418,148,1
294,420,9,1
295,421,257,0
296,422,7,1
297,423,77,0
298,424,100,1
299,425,39,1
300,426,48,0
301,220,258,1
302,428,100,1
303,429,259,0
304,430,260,0
305,431,261,0
306,432,262,1
307,434,0,0
308,435,7,0
309,437,265,0
310,438,266,0
311,440,267,0
312,441,202,0
313,442,19,0
314,444,18,0
315,445,50,1
316,446,256,1
317,448,268,1
318,449,269,1
319,452,198,0
320,453,182,0
321,454,271,1
322,455,193,0
323,456,82,1
324,457,272,1
325,459,77,0
326,460,86,0
327,461,274,0
328,462,264,1
329,463,275,0
330,464,187,1
331,466,277,1
332,467,278,1
333,468,279,1
334,469,242,1
335,470,280,0
336,472,74,1
337,473,48,0
338,474,91,0
339,475,256,1
340,477,281,0
341,478,266,0
342,480,282,1
343,482,284,1
344,483,285,1
345,486,143,0
346,487,61,1
347,488,100,1
348,489,288,1
349,490,55,1
350,491,27,1
351,493,289,1
352,30,157,1
353,495,100,1
354,496,40,0
355,498,242,1
356,499,291,0
357,501,292,0
358,502,77,0
359,503,7,0
360,506,293,1
361,507,3,0
362,508,294,0
363,509,0,0
364,510,94,0
365,511,295,0
366,512,18,0
367,514,17,0
368,372,296,1
369,516,297,0
370,517,298,0
371,519,109,0
372,520,7,1
373,522,100,1
374,523,50,1
375,525,300,1
376,526,129,0
377,527,27,0
378,529,50,1
379,532,302,0
380,534,52,0
381,535,102,0
382,536,303,1
383,538,305,0
384,539,204,0
385,540,35,1
386,541,306,0
387,542,43,1
388,543,307,1
389,546,48,0
390,548,265,0
391,549,309,1
392,1,25,0
393,550,310,1
394,551,311,0
395,554,37,0
396,555,313,1
397,556,40,1
398,557,314,1
399,558,315,1
400,560,0,0
401,561,316,1
402,563,113,1
403,564,318,0
404,444,67,1
405,565,319,0
406,567,113,1
407,568,173,1
408,569,3,0
409,570,321,1
410,571,204,0
411,573,322,1
412,574,3,0
413,575,223,0
414,577,242,0
415,578,16,1
416,106,77,0
417,579,323,0
418,42,324,0
419,580,325,0
420,581,312,0
421,582,326,1
422,584,212,1
423,585,327,1
424,587,180,1
425,588,7,0
426,320,228,1
427,589,7,0
428,590,328,0
429,591,0,0
430,168,329,1
431,593,100,0
432,596,60,0
433,598,330,0
434,599,331,1
435,600,58,1
436,602,333,0
437,603,264,1
438,605,334,1
439,607,35,1
440,608,40,1
441,612,86,0
442,613,88,1
443,267,17,0
444,615,336,1
445,616,77,0
446,617,56,0
447,618,265,1
448,619,20,0
449,620,195,0
450,621,100,1
451,622,0,0
452,623,242,1
453,624,337,1
454,625,100,1
455,626,338,1
456,628,340,1
457,629,341,1
458,630,25,0
459,631,264,1
460,632,175,0
461,633,342,1
462,634,89,1
463,635,297,0
464,636,242,1
465,638,25,0
466,640,344,0
467,641,103,1
468,642,143,1
469,643,96,0
470,644,34,0
471,645,288,1
472,647,345,0
473,648,35,1
474,649,0,0
475,651,101,0
476,652,346,1
477,653,25,0
478,654,264,1
479,655,347,1
480,654,77,0
481,656,89,1
482,659,49,1
483,660,349,1
484,662,350,1
485,666,39,1
486,669,353,0
487,670,52,0
488,672,37,0
489,673,354,0
490,675,41,0
491,676,56,0
492,677,356,1
493,678,95,1
494,679,7,0
495,281,28,1
496,680,242,0
497,681,0,0
498,685,358,0
499,686,359,0
500,689,220,0
501,692,362,1
502,693,67,1
503,694,89,1
504,695,47,1
505,696,363,0
506,697,32,0
507,698,364,1
508,702,368,0
509,703,43,0
510,704,49,1
511,705,201,0
512,706,369,1
513,708,370,1
514,709,0,0
515,710,52,0
516,711,371,1
517,712,372,1
518,713,219,1
519,717,374,0
520,718,257,1
521,720,260,0
522,721,375,1
523,722,187,0
524,723,267,0
525,724,376,0
526,725,100,1
527,730,142,0
528,558,160,0
529,79,125,1
530,732,24,0
531,733,49,1
532,734,378,1
533,735,39,1
534,737,380,1
535,739,17,0
536,741,160,1
537,742,382,1
538,659,289,1
539,743,383,1
540,268,157,0
541,745,384,0
542,746,23,0
543,747,52,0
544,748,286,0
545,749,385,0
546,750,42,0
547,751,386,0
548,752,163,0
549,755,122,1
550,759,390,0
551,760,48,0
552,762,391,1
553,764,392,0
554,765,52,0
555,767,17,0
556,769,77,0
557,770,67,1
558,771,394,0
559,302,15,1
560,772,101,0
561,773,67,1
562,774,0,0
563,775,189,1
564,776,3,0
565,777,77,0
566,779,182,0
567,273,228,1
568,780,86,0
569,475,395,1
570,781,212,1
571,383,142,1
572,783,396,0
573,784,77,0
574,785,397,1
575,786,67,1
576,787,39,1
577,788,50,1
578,790,343,1
579,793,224,1
580,577,399,0
581,795,41,0
582,796,58,1
583,797,48,0
584,798,348,0
585,799,19,1
586,800,248,0
587,801,400,1
588,803,7,1
589,749,401,1
590,804,402,1
591,805,100,1
592,806,64,1
593,807,246,0
594,808,403,1
595,809,404,0
596,811,100,1
597,812,35,1
598,814,50,1
599,110,390,0
600,288,32,1
601,815,67,1
602,817,100,1
603,818,243,1
604,819,406,0
605,821,67,1
606,822,408,0
607,823,409,1
608,826,410,0
609,827,411,1
610,828,170,1
611,829,412,0
612,830,413,1
613,831,103,1
614,832,414,1
615,833,41,0
616,320,26,1
617,834,62,0
618,835,415,1
619,837,416,0
620,838,256,0
621,841,53,1
622,842,417,0
623,843,27,0
624,844,60,0
625,846,418,0
626,847,419,1
627,849,375,0
628,850,242,0
629,851,423,1
630,852,67,1
631,853,40,1
632,856,425,1
633,859,427,1
634,860,428,1
635,862,142,0
636,863,169,0
637,865,73,1
638,866,320,1
639,869,403,1
640,873,3,0
641,874,429,0
642,875,157,1
643,876,51,1
644,877,86,0
645,879,82,1
646,692,430,1
647,880,177,0
648,882,41,0
649,883,170,1
650,884,219,1
651,886,260,1
652,516,318,0
653,888,3,0
654,889,220,0
655,892,431,1
656,893,432,0
657,894,0,0
658,895,433,1
659,896,232,0
660,897,149,1
661,898,19,0
662,899,114,0
663,900,434,1
664,901,220,1
665,902,135,1
666,903,48,0
667,905,436,1
668,906,195,0
669,907,437,0
670,909,52,0
671,910,220,1
672,914,52,0
673,915,440,1
674,916,230,1
675,846,441,0
676,917,216,0
677,918,40,1
678,355,87,1
679,922,242,1
680,923,202,0
681,924,47,1
682,927,443,0
683,928,344,0
684,268,444,0
685,929,445,1
686,930,41,0
687,305,446,0
688,933,26,1
689,934,77,0
690,935,220,1
691,936,447,0
692,937,243,1
693,939,228,1
694,941,449,1
695,942,219,0
696,943,450,0
697,946,18,0
698,947,451,0
699,948,307,1
700,951,101,0
701,953,454,0
702,954,455,1
703,955,196,0
704,956,456,0
705,957,457,0
706,959,7,0
707,960,25,0
708,961,458,0
709,962,459,0
710,963,7,0
711,168,38,1
712,964,3,0
713,965,155,1
714,966,149,1
715,967,265,1
716,969,72,1
717,975,69,0
718,976,67,1
719,977,461,0
720,978,269,1
721,979,117,0
722,980,462,0
723,981,463,0
724,982,82,1
725,984,465,1
726,985,7,0
727,986,140,0
728,987,129,0
729,989,77,0
730,990,72,0
731,991,39,0
732,992,230,1
733,73,169,1
734,995,100,1
735,997,47,0
736,1000,189,1
737,1001,468,0
738,1002,77,1
739,1004,126,1
740,1005,100,1
741,417,470,0
742,1006,233,1
743,1008,3,1
744,1009,68,0
745,414,471,1
746,1010,155,0
747,302,40,1
748,1012,472,1
749,685,473,0
750,205,474,1
751,221,475,0
752,1013,0,0
753,1014,67,1
754,1015,155,0
755,1016,476,0
756,1017,0,0
757,1018,25,0
758,1020,337,0
759,1023,17,0
760,1024,343,1
761,1026,49,1
762,1029,480,0
763,1030,17,0
764,1032,442,0
765,1033,67,1
766,1036,481,1
767,1037,120,1
768,1038,482,1
769,1039,3,0
770,1040,17,0
771,1041,483,0
772,1042,280,0
773,1043,3,0
774,1044,0,0
775,1046,484,0
776,1047,43,0
777,1048,67,1
778,1049,302,0
779,1051,109,1
780,1052,485,0
781,1053,9,1
782,1055,176,1
783,1056,376,0
784,1058,487,0
785,943,488,0
786,1059,489,0
787,1060,43,1
788,159,72,1
789,1062,220,0
790,1063,301,1
791,1064,167,1
792,1065,188,0
793,1066,82,1
794,1067,18,0
795,1068,491,0
796,1069,269,1
797,1071,91,0
798,522,140,0
799,1072,314,1
800,1074,256,1
801,1075,263,1
802,1076,38,1
803,1077,445,1
804,1078,492,0
805,1079,254,0
806,546,197,0
807,1080,493,0
808,1083,390,0
809,1084,495,0
810,1085,49,1
811,1088,19,1
812,1089,496,0
813,1090,77,0
814,1092,66,0
815,1093,447,0
816,20,7,0
817,1094,497,1
818,1095,498,0
819,1096,86,0
820,1097,499,1
821,1099,137,0
822,1026,265,1
823,1101,376,0
824,1103,501,0
825,1104,502,0
826,1106,37,0
827,1107,40,1
828,1108,113,1
829,1110,18,0
830,1111,77,0
831,1112,443,0
832,1114,505,0
833,1115,506,0
834,1116,32,0
835,1117,17,0
836,20,77,0
837,1118,297,1
838,1119,86,0
839,564,19,1
840,1120,237,1
841,1121,39,0
842,1122,508,0
843,1124,510,1
844,1125,182,0
845,1126,37,0
846,1128,164,1
847,957,16,0
848,1131,112,1
849,1132,116,0
850,1133,260,0
851,1134,439,1
852,1135,128,0
853,1138,56,0
854,1139,7,0
855,1142,18,0
856,1144,17,0
857,1145,512,1
858,1146,111,0
859,1147,513,0
860,1150,514,0
861,1151,224,1
862,1152,515,0
863,1153,412,0
864,1154,401,1
865,1155,518,0
866,1156,155,0
867,493,519,0
868,414,34,0
869,1157,242,0
870,1158,189,1
871,1159,35,1
872,273,142,1
873,1160,431,1
874,1161,86,0
875,1162,438,0
876,1163,143,1
877,1166,411,1
878,1167,520,1
879,577,74,0
880,1171,3,0
881,53,158,1
882,1172,473,1
883,1173,522,0
884,1175,418,0
885,1176,524,0
886,1178,525,1
887,1180,431,1
888,1181,447,1
889,1182,392,0
890,1184,7,0
891,1185,526,0
892,1006,111,0
893,1186,77,0
894,1187,94,0
895,1188,104,1
896,1189,527,1
897,1192,52,0
898,1193,42,0
899,1194,17,0
900,1195,402,0
901,1197,529,1
902,1200,352,0
903,498,5,0
904,1202,530,1
905,1203,48,1
906,1204,3,0
907,1205,40,1
908,1206,75,1
909,1208,437,0
910,1210,35,1
911,70,55,1
912,1211,47,1
913,1212,112,1
914,1213,242,0
915,1214,100,1
916,1215,374,0
917,1216,532,1
918,1218,14,1
919,1219,139,1
920,1220,533,1
921,1221,3,0
922,1222,534,1
923,1223,18,0
924,1224,32,0
925,1225,535,0
926,1226,170,1
927,1227,67,1
928,267,536,0
929,1228,198,0
930,1229,224,1
931,1230,397,1
932,1231,537,0
933,1232,343,1
934,1233,438,0
935,143,538,1
936,1234,0,0
937,1235,305,0
938,335,0,0
939,526,539,1
940,1237,232,1
941,1238,429,1
942,1239,512,1
943,1240,540,1
944,1241,113,1
945,1242,402,1
946,930,478,1
947,560,541,1
948,99,77,0
949,104,542,0
950,1247,544,0
951,1249,56,0
952,1250,52,0
953,1251,545,1
954,1252,18,0
955,1253,73,0
956,807,546,1
957,1254,243,1
958,1255,112,1
959,1256,547,0
960,1257,111,0
961,1258,548,1
962,1259,100,0
963,1260,549,1
964,1261,90,0
965,1262,550,0
966,1263,204,0
967,1264,551,1
968,1265,552,1
969,1266,553,0
970,20,376,1
971,1267,554,0
972,1220,556,0
973,1270,557,1
974,1273,115,1
975,1274,546,1
976,1275,60,1
977,1276,405,0
978,1277,559,0
979,1278,68,0
980,1279,60,0
981,1280,93,0
982,1285,561,0
983,1286,3,0
984,705,562,0
985,1287,109,0
986,47,40,1
987,268,360,0
988,1289,563,1
989,1276,565,0
990,1291,95,0
991,1292,326,0
992,1293,566,1
993,1294,18,0
994,1295,438,1
995,1296,18,0
996,1297,455,0
997,1298,38,1
998,1299,34,1
999,1300,451,0
1000,1301,567,0
1001,1303,569,0
1002,234,0,0
1003,1304,204,0
1004,1305,7,1
1005,1306,39,1
1006,633,17,0
1007,1307,41,0
1008,1309,440,1
1009,1312,374,0
1010,1313,571,1
1011,1314,428,0
1012,1316,18,0
1013,1317,572,1
1014,1318,573,1
1015,1320,26,1
1016,1322,164,1
1017,1323,574,0
1018,1324,100,1
1019,1325,575,0
1020,1326,576,0
1021,1328,139,1
1022,1329,577,1
1023,624,17,0
1024,1330,533,1
1025,1331,578,0
1026,1334,3,0
1027,1335,501,0
1028,964,579,1
1029,1337,0,0
1030,1338,22,1
1031,1339,112,1
1032,1343,547,0
1033,1344,17,0
1034,1345,106,1
1035,1346,438,0
1036,1347,25,0
1037,1348,582,0
1038,1349,61,0
1039,1352,375,1
1040,1353,195,0
1041,1354,583,0
1042,942,351,0
1043,1355,212,0
1044,888,400,1
1045,1356,3,0
1046,638,111,0
1047,1360,100,1
1048,1362,276,1
1049,1363,32,0
1050,48,21,0
1051,1365,32,0
1052,1366,320,1
1053,1367,7,0
1054,1368,517,0
1055,628,586,0
1056,1369,587,0
1057,203,122,0
1058,1371,344,0
1059,1195,10,0
1060,1373,67,1
1061,1374,588,1
1062,720,243,1
1063,1375,589,1
1064,651,16,1
1065,1377,8,1
1066,1378,3,0
1067,1379,211,1
1068,1380,590,1
1069,1383,67,1
1070,1384,425,1
1071,1387,176,1
1072,1388,593,0
1073,1389,48,0
1074,1390,212,1
1075,1391,32,0
1076,1392,17,0
1077,1396,596,0
1078,1398,26,1
1079,1399,37,0
1080,472,447,1
1081,1400,22,1
1082,1401,91,0
1083,1402,597,1
1084,1403,26,1
1085,1404,77,0
1086,1405,48,0
1087,1406,552,1
1088,1408,223,0
1089,1409,141,0
1090,1412,491,0
1091,1413,156,0
1092,1414,77,0
1093,1416,3,0
1094,1417,599,1
1095,1418,40,1
1096,1420,3,0
1097,1421,442,0
1098,1422,600,1
1099,1423,17,0
1100,1424,438,0
1101,1425,220,0
1102,1426,0,0
1103,1427,67,1
1104,1428,97,1
1105,1429,228,1
1106,1430,204,0
1107,1431,104,1
1108,1432,68,0
1109,1433,100,0
1110,1434,262,1
1111,1435,18,0
1112,1436,601,0
1113,1439,58,1
1114,1441,3,0
1115,1442,604,1
1116,624,278,1
1117,1443,18,0
1118,1444,100,0
1119,1447,40,0
1120,1448,72,0
1121,1449,605,0
1122,1450,407,1
1123,1451,606,1
1124,1453,148,1
1125,1455,8,1
1126,1456,7,0
1127,1121,35,1
1128,943,242,0
1129,156,74,1
1130,1463,67,1
1131,1465,33,1
1132,1466,181,0
1133,1467,0,1
1134,1468,31,0
1135,1470,75,1
1136,1471,17,0
1137,1472,0,0
1138,1473,346,0
1139,1475,40,1
1140,1476,67,1
1141,452,369,1
1142,1477,0,0
1143,1005,77,0
1144,1479,38,1
1145,1480,60,0
1146,1482,100,1
1147,1484,610,0
1148,1396,611,0
1149,1485,492,1
1150,1486,47,1
1151,1488,431,1
1152,1489,343,0
1153,1490,41,0
1154,1493,18,0
1155,1496,128,0
1156,1497,38,0
1157,1500,343,1
1158,1501,17,1
1159,79,111,0
1160,1502,214,0
1161,1503,321,1
1162,1504,67,1
1163,1505,189,1
1164,1506,613,1
1165,1509,517,0
1166,1510,7,0
1167,1512,614,1
1168,1515,615,0
1169,1516,122,1
1170,1517,67,1
1171,1518,616,0
1172,284,0,0
1173,1322,3,0
1174,1522,618,1
1175,1524,126,1
1176,1526,212,0
1177,1527,462,0
1178,1529,77,0
1179,1533,18,0
1180,1534,25,0
1181,1535,343,1
1182,1536,188,0
1183,1537,462,1
1184,1538,189,1
1185,1539,445,1
1186,48,266,0
1187,1540,622,0
1188,1542,623,0
1189,1543,82,1
1190,1545,0,0
1191,1546,100,1
1192,1548,625,0
1193,1549,3,0
1194,1550,17,0
1195,1552,626,0
1196,1553,343,1
1197,1554,397,1
1198,1555,0,0
1199,1556,51,1
1200,275,311,0
1201,20,90,1
1202,1557,243,1
1203,1559,89,1
1204,1560,629,1
1205,1561,161,1
1206,1562,166,1
1207,849,228,0
1208,1563,158,0
1209,1564,178,1
1210,1565,106,1
1211,1566,89,1
1212,1567,95,1
1213,1570,631,1
1214,1571,18,0
1215,1572,37,0
1216,1573,165,1
1217,1574,338,1
1218,1575,632,1
1219,1576,77,0
1220,1577,39,0
1221,1578,156,0
1222,1579,230,1
1223,1580,633,1
1224,263,17,0
1225,1581,91,0
1226,1582,176,1
1227,1029,300,1
1228,1584,634,0
1229,1585,219,1
1230,1586,52,0
1231,1588,198,0
1232,1589,598,0
1233,1030,566,1
1234,1590,42,0
1235,1,311,1
1236,1591,636,0
1237,1592,248,1
1238,1593,637,1
1239,1594,620,1
1240,1596,638,1
1241,1597,77,0
1242,1598,103,1
1243,1599,52,1
1244,1600,78,1
1245,1601,639,1
1246,1602,640,0
1247,1603,641,1
1248,1604,642,1
1249,1605,343,0
1250,1606,80,1
1251,1607,643,0
1252,1608,510,1
1253,1609,17,0
1254,1610,67,1
1255,1611,100,1
1256,1612,1,0
1257,1613,501,0
1258,1614,310,1
1259,1615,609,1
1260,1616,109,1
1261,1617,536,0
1262,1618,196,0
1263,1619,40,0
1264,955,644,1
1265,1620,100,1
1266,1622,46,0
1267,1624,99,1
1268,1625,39,1
1269,60,27,0
1270,205,523,0
1271,1631,264,1
1272,1632,645,1
1273,1633,77,0
1274,1634,147,1
1275,1635,207,1
1276,1636,41,0
1277,1638,400,0
1278,1639,29,0
1279,1640,66,0
1280,1641,196,0
1281,1599,37,0
1282,1644,24,0
1283,1647,648,0
1284,70,40,0
1285,1648,649,1
1286,1649,549,1
1287,1650,650,0
1288,1652,167,0
1289,1653,40,1
1290,1654,438,0
1291,1655,477,0
1292,1656,651,0
1293,1657,348,0
1294,1658,652,1
1295,1659,242,1
1296,314,615,1
1297,1661,466,0
1298,1662,654,1
1299,1331,655,0
1300,1090,656,1
1301,1664,26,0
1302,1666,657,1
1303,1671,501,0
1304,1672,215,0
1305,1673,8,1
1306,1674,176,1
1307,20,129,1
1308,1677,220,1
1309,1678,612,0
1310,1679,35,1
1311,1680,18,0
1312,1681,67,1
1313,1682,67,1
1314,1683,101,1
1315,1688,0,0
1316,1689,256,0
1317,1692,24,0
1318,1693,0,0
1319,1695,661,0
1320,1696,58,0
1321,1697,662,0
1322,1698,557,0
1323,1699,20,1
1324,1700,82,1
1325,1701,663,0
1326,1702,198,0
1327,168,243,1
1328,182,47,1
1329,268,173,0
1330,1707,102,0
1331,1709,109,0
1332,1711,334,1
1333,1712,37,0
1334,1715,3,0
1335,1717,204,0
1336,1718,220,0
1337,1719,264,1
1338,935,667,1
1339,1721,3,0
1340,1722,402,1
1341,1724,8,1
1342,1725,18,0
1343,589,58,0
1344,1726,125,1
1345,1727,229,1
1346,1728,429,1
1347,1729,670,1
1348,1730,77,0
1349,1731,77,0
1350,1732,373,0
1351,1735,439,0
1352,1737,269,1
1353,1739,424,1
1354,1740,15,1
1355,1741,34,1
1356,860,456,0
1357,1742,288,1
1358,1743,170,1
1359,1744,672,0
1360,1745,402,1
1361,1746,99,1
1362,1162,160,1
1363,1747,142,1
1364,615,25,0
1365,1750,67,1
1366,764,181,1
1367,1752,119,0
1368,1754,113,1
1369,1756,220,1
1370,1757,168,1
1371,491,34,1
1372,1759,77,0
1373,1760,86,0
1374,1761,3,0
1375,1764,675,0
1376,1766,52,0
1377,943,676,0
1378,1769,3,0
1379,1770,678,0
1380,1772,129,1
1381,1773,679,1
1382,1776,207,1
1383,1777,78,1
1384,651,438,1
1385,1778,397,1
1386,1779,73,1
1387,1780,86,0
1388,1781,680,1
1389,1782,456,0
1390,1783,681,0
1391,1784,402,1
1392,1785,1,0
1393,1787,682,1
1394,1788,683,0
1395,1790,17,0
1396,1792,17,0
1397,1793,13,0
1398,1794,376,0
1399,1307,3,0
1400,1797,686,1
1401,1798,15,1
1402,1799,67,1
1403,1800,77,0
1404,1801,0,0
1405,1802,687,1
1406,1804,100,1
1407,1805,688,0
1408,1806,689,0
1409,1807,690,1
1410,1466,129,1
1411,735,7,0
1412,1808,546,1
1413,1809,204,0
1414,1810,269,0
1415,1811,276,1
1416,1813,20,0
1417,1815,184,1
1418,1816,46,1
1419,1817,95,0
1420,1818,93,1
1421,1821,442,0
1422,1822,212,0
1423,1823,692,1
1424,215,693,0
1425,1825,40,1
1426,1826,60,0
1427,1827,32,0
1428,1829,694,0
1429,1255,46,1
1430,1709,149,1
1431,1773,646,1
1432,1831,440,1
1433,1832,55,1
1434,1834,260,1
1435,1836,343,1
1436,1837,265,0
1437,1387,697,1
1438,1838,41,0
1439,162,698,0
1440,1839,77,0
1441,1842,126,1
1442,1843,406,1
1443,1844,147,1
1444,1845,390,1
1445,1,223,0
1446,1846,91,0
1447,7,700,0
1448,1847,79,0
1449,215,702,0
1450,1850,703,1
1451,1853,149,0
1452,1854,265,1
1453,1855,8,1
1454,1857,627,1
1455,1858,212,1
1456,1860,60,0
1457,1862,155,0
1458,1863,37,1
1459,1865,62,1
1460,79,401,1
1461,1866,212,0
1462,1867,32,1
1463,160,681,0
1464,1870,128,0
1465,1871,212,0
1466,1872,7,0
1467,1873,0,0
1468,1874,261,0
1469,1875,254,0
1470,1876,73,0
1471,1877,102,0
1472,1878,35,1
1473,1880,220,1
1474,1881,41,1
1475,516,19,1
1476,829,40,1
1477,678,3,0
1478,1884,18,0
1479,1885,0,0
1480,1886,447,1
1481,1887,515,0
1482,1888,52,0
1483,288,689,0
1484,1889,18,0
1485,1890,457,1
1486,1891,3,0
1487,1893,705,0
1488,1894,67,1
1489,1895,73,1
1490,1896,67,1
1491,1897,48,0
1492,1898,706,1
1493,1899,557,1
1494,1900,111,0
1495,1901,620,1
1496,1903,707,0
1497,1904,440,0
1498,1906,587,0
1499,1907,67,1
1500,1908,709,0
1501,1909,3,0
1502,1683,160,1
1503,1146,163,1
1504,1910,35,1
1505,1911,256,0
1506,1912,3,0
1507,1913,158,1
1508,1914,372,1
1509,1634,440,1
1510,1915,0,0
1511,1916,345,0
1512,1920,343,1
1513,1921,17,0
1514,1899,242,1
1515,1922,712,1
1516,1923,77,0
1517,1924,33,1
1518,1925,39,1
1519,1926,160,1
1520,1927,26,1
1521,409,374,0
1522,1929,60,0
1523,1931,100,1
1524,1933,101,0
1525,1934,67,1
1526,1937,348,1
1527,579,714,0
1528,1939,204,0
1529,463,715,1
1530,1941,176,1
1531,1943,716,1
1532,1944,50,1
1533,1945,40,1
1534,1946,443,0
1535,1947,42,0
1536,795,17,0
1537,1948,717,1
1538,546,515,0
1539,1949,77,0
1540,107,48,0
1541,628,559,0
1542,1951,128,0
1543,1952,223,0
1544,1953,719,0
1545,1954,35,1
1546,1955,678,0
1547,1957,204,0
1548,1958,720,1
1549,1754,409,1
1550,1959,272,1
1551,1960,196,0
1552,1556,235,1
1553,685,265,0
1554,527,588,1
1555,1961,3,0
1556,1962,320,1
1557,1965,242,1
1558,1966,297,0
1559,1968,562,0
1560,1970,58,1
1561,787,35,1
1562,1971,7,0
1563,1624,77,0
1564,1976,429,1
1565,1977,169,0
1566,1978,125,1
1567,1979,1,0
1568,1980,235,0
1569,1982,721,0
1570,581,320,0
1571,1983,15,1
1572,1984,722,1
1573,1987,711,1
1574,1988,32,0
1575,1989,78,1
1576,1990,15,1
1577,1991,40,1
1578,1993,547,1
1579,1634,447,1
