,smiles,sequence,interactions
148,8,186,1
149,8,188,1
150,182,189,0
151,183,190,0
152,184,191,0
153,8,192,1
154,138,194,0
155,189,5,1
156,190,197,0
157,191,3,1
158,193,199,0
159,57,200,0
160,190,201,0
161,194,202,1
162,198,204,1
163,200,206,0
164,58,207,1
165,202,209,0
166,203,210,1
167,8,211,1
168,204,212,0
169,149,213,0
170,205,214,0
171,8,215,1
172,207,216,1
173,23,217,1
174,209,218,0
175,210,219,0
176,212,129,0
177,213,222,0
178,214,223,0
179,219,227,1
180,221,228,0
181,222,229,0
182,223,211,1
183,224,176,0
184,23,217,1
185,14,168,1
186,227,233,1
187,228,234,0
188,229,235,0
189,230,3,1
190,231,236,1
191,232,237,0
192,233,238,0
193,175,239,0
194,8,241,1
195,130,242,1
196,235,243,1
197,237,246,0
198,209,247,0
199,239,249,0
200,240,5,1
201,241,251,1
202,244,255,1
203,246,257,0
204,249,260,0
205,250,261,0
206,252,263,1
207,254,265,0
208,255,266,0
209,130,267,1
210,242,201,0
211,8,269,1
212,259,270,0
213,23,271,1
214,260,272,0
215,262,44,1
216,264,275,0
217,265,122,1
218,28,276,0
219,25,277,0
220,8,278,1
221,267,181,0
222,271,206,0
223,222,285,0
224,274,64,0
225,34,287,0
226,275,288,0
227,23,290,1
228,14,291,1
229,277,292,0
230,278,150,1
231,281,294,1
232,283,296,1
233,285,298,1
234,286,299,0
235,38,301,1
236,288,302,0
237,290,303,0
238,292,3,1
239,6,304,0
240,293,218,0
241,294,305,0
242,295,306,1
243,282,308,0
244,296,309,1
245,299,94,1
246,300,312,0
247,302,313,0
248,303,314,0
249,304,316,0
250,305,317,0
251,306,318,0
252,130,319,1
253,307,320,0
254,310,324,0
255,311,325,0
256,312,3,1
257,314,202,1
258,304,326,0
259,315,327,1
260,203,329,1
261,284,69,1
262,319,123,1
263,2,330,0
264,320,331,0
265,14,332,1
266,321,309,1
267,322,333,0
268,325,335,0
269,326,336,0
270,8,337,1
271,130,338,1
272,328,339,0
273,330,340,0
274,331,341,1
275,332,340,0
276,333,104,0
277,334,342,0
278,337,344,1
279,338,229,0
280,339,345,0
281,340,97,0
282,14,346,1
283,341,347,1
284,342,235,0
285,346,349,1
286,347,350,0
287,349,352,0
288,21,354,0
289,352,356,0
290,353,357,0
291,354,18,1
292,355,358,0
293,356,359,1
294,357,84,0
295,14,361,1
296,360,362,0
297,14,363,1
298,361,85,1
299,362,211,1
300,14,364,1
301,365,366,1
302,368,368,0
303,8,369,1
304,153,70,0
305,44,370,1
306,370,371,0
307,7,373,0
308,371,374,0
309,373,376,0
310,8,377,1
311,23,15,1
312,375,147,0
313,377,379,0
314,8,380,1
315,378,381,0
316,380,382,1
317,157,383,0
318,384,387,0
319,385,389,0
320,386,390,0
321,23,391,1
322,387,392,0
323,388,393,0
324,389,394,0
325,44,395,1
326,25,396,0
327,391,398,1
328,14,147,1
329,391,398,1
330,324,399,1
331,367,106,1
332,249,400,0
333,393,401,0
334,395,402,0
335,396,403,0
336,294,404,0
337,397,405,0
338,398,44,1
339,399,406,0
340,8,408,1
341,401,409,0
342,403,412,0
343,324,94,1
344,404,413,0
345,405,130,1
346,161,150,1
347,406,206,0
348,408,415,0
349,409,368,0
350,410,418,0
351,412,419,0
352,413,420,0
353,417,423,0
354,418,424,0
355,420,425,1
356,23,399,1
357,422,426,0
358,130,427,1
359,8,69,1
360,424,428,0
361,425,429,0
362,426,431,0
363,427,432,0
364,428,143,1
365,429,433,0
366,430,434,0
367,432,435,0
368,23,436,1
369,434,438,0
370,435,439,0
371,436,3,1
372,14,441,1
373,437,442,1
374,14,444,1
375,438,445,0
376,416,446,1
377,439,5,1
378,440,447,0
379,14,449,1
380,443,122,1
381,58,90,1
382,444,450,0
383,155,451,1
384,9,69,1
385,445,452,1
386,8,453,1
387,24,454,1
388,447,431,0
389,449,456,0
390,450,457,1
391,451,458,0
392,324,459,1
393,455,461,0
394,456,462,0
395,457,463,0
396,458,464,1
397,459,420,0
398,461,466,0
399,463,467,0
400,466,468,1
401,467,469,0
402,187,471,0
403,469,271,1
404,466,3,1
405,58,473,1
406,14,474,1
407,317,150,1
408,470,475,1
409,471,458,0
410,472,316,0
411,473,476,0
412,474,477,0
413,475,344,0
414,476,44,1
415,479,3,1
416,480,482,0
417,8,483,1
418,31,151,0
419,23,484,1
420,481,485,0
421,483,106,1
422,484,487,0
423,485,488,0
424,487,457,1
425,338,490,0
426,488,491,0
427,72,492,0
428,493,393,0
429,494,497,1
430,101,133,0
431,495,498,0
432,324,499,1
433,496,500,0
434,497,134,0
435,499,3,1
436,500,24,0
437,504,505,0
438,506,507,0
439,507,508,0
440,508,509,0
441,510,3,1
442,511,511,0
443,512,512,0
444,513,475,1
445,303,513,0
446,514,514,0
447,283,517,1
448,477,182,0
449,169,239,1
450,240,347,1
451,519,521,1
452,466,522,1
453,23,3,1
454,521,44,1
455,522,523,0
456,523,524,0
457,62,123,1
458,525,85,1
459,8,94,1
460,526,526,0
461,528,527,0
462,530,529,1
463,532,61,0
464,157,532,0
465,14,533,1
466,58,534,1
467,264,535,0
468,461,536,0
469,536,312,0
470,537,537,0
471,312,3,1
472,540,521,1
473,264,540,0
474,542,541,0
475,546,542,0
476,547,543,0
477,58,545,1
478,8,3,1
479,548,546,0
480,549,134,0
481,550,548,1
482,551,177,0
483,552,331,0
484,553,549,0
485,554,550,0
486,23,551,1
487,347,117,0
488,8,554,1
489,556,556,0
490,161,69,1
491,557,457,1
492,558,557,1
493,21,558,0
494,559,559,0
495,560,117,1
496,561,560,0
497,58,145,1
498,563,562,0
499,202,563,0
500,367,239,1
501,566,146,1
502,567,564,0
503,568,565,0
504,394,567,0
505,570,568,0
506,571,569,0
507,573,571,0
508,391,572,1
509,574,573,0
510,575,137,0
511,14,574,1
512,576,575,0
513,360,576,0
514,581,578,0
515,14,333,1
516,321,581,1
517,14,583,1
518,585,379,0
519,586,584,0
520,416,585,1
521,587,151,0
522,190,586,0
523,14,588,1
524,214,589,0
525,590,266,0
526,591,583,0
527,368,590,0
528,260,592,0
529,165,593,1
530,3,3,1
531,593,89,1
532,31,4,0
533,130,77,1
534,28,7,0
535,598,5,1
536,50,597,0
537,444,598,0
538,599,599,1
539,600,600,0
540,322,606,0
541,606,85,1
542,202,607,0
543,607,608,0
544,302,609,0
545,14,611,1
546,610,612,1
547,611,565,1
548,169,613,1
549,612,202,1
550,322,614,0
551,614,615,0
552,615,616,0
553,284,618,1
554,8,619,1
555,616,621,0
556,618,565,1
557,14,622,1
558,620,624,1
559,621,217,1
560,522,625,0
561,624,114,1
562,625,292,0
563,24,627,1
564,626,628,0
565,627,211,1
566,628,406,0
567,8,630,1
568,630,457,1
569,634,633,0
570,78,634,0
571,635,635,0
572,636,636,0
573,25,637,0
574,348,639,0
575,637,640,0
576,638,641,0
577,639,255,1
578,640,4,0
579,279,643,1
580,51,644,1
581,409,645,0
582,643,234,0
583,292,3,1
584,644,434,0
585,646,589,1
586,222,648,0
587,649,649,0
588,651,650,0
589,14,651,1
590,410,213,0
591,653,211,1
592,654,653,0
593,14,654,1
594,656,565,1
595,609,655,0
596,658,657,0
597,659,6,0
598,660,658,0
599,25,445,0
600,23,659,1
601,420,3,1
602,661,660,0
603,662,661,0
604,664,508,0
605,211,336,0
606,391,572,1
607,8,665,1
608,477,666,0
609,667,667,0
610,610,128,1
611,669,669,0
612,74,44,1
613,670,657,0
614,529,671,0
615,615,673,0
616,280,674,0
617,676,3,1
618,678,675,0
619,679,200,0
620,680,676,0
621,681,677,0
622,19,678,1
623,683,634,0
624,684,589,0
625,686,308,0
626,14,680,1
627,25,144,0
628,676,425,1
629,8,681,1
630,285,53,1
631,687,624,1
632,497,685,0
633,89,145,1
634,438,687,0
635,8,627,1
636,690,688,1
637,691,689,0
638,693,690,1
639,694,691,0
640,51,692,1
641,14,217,1
642,696,693,0
643,697,85,1
644,21,695,0
645,558,633,1
646,23,236,1
647,559,697,0
648,702,424,0
649,705,98,1
650,9,699,1
651,14,700,1
652,23,701,1
653,708,703,0
654,709,352,0
655,710,704,0
656,711,706,0
657,712,44,1
658,713,707,0
659,475,708,0
660,715,251,1
661,522,709,0
662,716,710,0
663,717,711,0
664,718,130,1
665,65,713,0
666,130,714,1
667,719,689,1
668,720,122,1
669,722,715,0
670,724,122,1
671,726,716,0
672,1,719,1
673,51,721,1
674,730,678,0
675,732,723,0
676,14,725,1
677,734,569,0
678,735,726,0
679,737,438,0
680,739,728,0
681,76,90,1
682,741,729,0
683,742,558,1
684,743,730,0
685,744,731,1
686,745,124,0
687,746,732,0
688,748,734,0
689,158,735,0
690,750,736,0
691,199,728,0
692,34,737,0
693,752,738,0
694,381,739,0
695,203,740,1
696,753,44,1
697,755,181,0
698,23,89,1
699,167,349,1
700,756,742,0
701,757,649,0
702,251,743,0
703,758,739,0
704,212,744,0
705,7,653,0
706,61,745,0
707,14,217,1
708,759,746,0
709,762,748,0
710,763,749,0
711,303,750,0
712,767,524,0
713,768,752,0
714,769,150,1
715,770,753,1
716,442,5,1
717,771,754,0
718,772,755,0
719,774,757,0
720,775,758,0
721,14,309,1
722,664,389,0
723,13,760,1
724,14,593,1
725,14,761,1
726,776,211,1
727,777,762,0
728,778,763,0
729,779,764,0
730,686,765,0
731,366,766,0
732,782,768,0
733,785,770,0
734,786,771,0
735,697,85,1
736,8,700,1
737,787,288,0
738,788,44,1
739,789,251,0
740,58,29,1
741,790,399,1
742,561,523,0
743,791,182,0
744,792,675,0
745,352,773,0
746,185,382,1
747,796,3,1
748,797,775,0
749,799,776,0
750,789,777,0
751,44,689,1
752,801,3,1
753,802,779,1
754,803,233,1
755,173,781,0
756,199,511,0
757,209,782,0
758,498,309,0
759,806,294,1
760,807,364,1
761,808,523,0
762,662,394,0
763,285,446,1
764,810,783,0
765,811,784,0
766,14,31,1
767,812,785,0
768,348,786,0
769,813,211,1
770,692,487,0
771,814,3,1
772,816,788,1
773,433,789,0
774,221,790,0
775,23,792,1
776,818,793,0
777,23,47,1
778,819,143,1
779,101,795,0
780,496,287,0
781,821,19,0
782,822,796,0
783,823,797,1
784,475,754,0
785,824,798,0
786,826,799,0
787,827,800,0
788,828,801,0
789,829,802,0
790,736,44,1
791,23,804,1
792,834,806,1
793,475,301,0
794,423,807,1
795,69,207,1
796,835,36,0
797,173,808,0
798,836,809,1
799,837,537,0
800,8,271,1
801,838,811,0
802,466,812,1
803,409,418,0
804,560,395,1
805,423,815,1
806,843,44,1
807,89,466,1
808,8,217,1
809,845,816,0
810,846,238,0
811,55,818,1
812,14,819,1
813,851,94,1
814,23,821,1
815,853,822,0
816,856,824,0
817,857,347,1
818,58,319,1
819,858,825,1
820,569,565,1
821,860,217,1
822,74,44,1
823,604,827,0
824,104,154,0
825,14,828,1
826,863,829,0
827,821,266,0
828,867,831,0
829,121,832,0
830,368,4,0
831,639,382,1
832,868,335,0
833,146,834,1
834,869,202,1
835,870,835,0
836,99,612,1
837,873,456,0
838,636,433,0
839,875,743,0
840,876,836,0
841,579,267,1
842,23,838,1
843,158,839,0
844,145,840,1
845,879,78,0
846,167,842,1
847,882,845,0
848,304,505,0
849,884,527,1
850,885,846,1
851,435,847,0
852,886,848,0
853,887,849,0
854,888,420,0
855,167,627,1
856,133,157,1
857,8,851,1
858,890,852,0
859,23,853,1
860,891,854,0
861,8,855,1
862,294,856,0
863,72,373,0
864,893,857,1
865,584,858,1
866,894,859,0
867,895,439,0
868,896,3,1
869,561,64,0
870,897,3,1
871,900,861,0
872,591,863,0
873,904,44,1
874,905,257,0
875,907,865,0
876,908,209,0
877,466,296,1
878,910,866,1
879,913,62,0
880,914,868,0
881,915,869,0
882,615,870,0
883,381,475,0
884,23,399,1
885,8,147,1
886,920,278,1
887,921,873,0
888,23,565,1
889,29,202,1
890,510,3,1
891,922,294,1
892,925,97,0
893,868,687,0
894,930,878,0
895,44,879,1
896,933,324,0
897,14,881,1
898,934,382,0
899,935,882,0
900,936,633,1
901,145,150,1
902,8,883,1
903,937,884,0
904,916,886,0
905,821,887,0
906,938,889,1
907,868,890,0
908,65,891,0
909,23,459,1
910,14,894,1
911,8,895,1
912,13,122,1
913,940,236,1
914,150,624,0
915,941,394,0
916,942,558,0
917,517,897,0
918,943,898,0
919,944,545,0
920,945,900,0
921,14,901,1
922,947,902,0
923,23,122,1
924,948,461,0
925,949,399,1
926,950,903,1
927,951,904,0
928,952,905,1
929,953,742,0
930,954,85,1
931,955,906,0
932,956,907,0
933,957,909,0
934,328,911,0
935,959,913,0
936,960,914,0
937,961,432,0
938,51,804,1
939,964,916,0
940,236,917,0
941,965,918,0
942,967,3,1
943,969,446,0
944,970,920,1
945,972,921,0
946,8,487,1
947,754,210,1
948,973,3,1
949,8,364,1
950,758,923,0
951,975,809,0
952,978,40,0
953,728,840,1
954,8,134,1
955,438,523,0
956,14,217,1
957,8,926,1
958,980,347,1
959,31,927,0
960,133,692,1
961,981,69,1
962,983,155,1
963,984,588,0
964,985,911,0
965,277,409,0
966,277,70,0
967,453,930,0
968,987,933,0
969,23,54,1
970,989,154,1
971,324,934,1
972,990,122,1
973,14,200,1
974,994,935,0
975,463,936,0
976,89,937,1
977,23,44,1
978,279,938,1
979,995,704,0
980,979,939,0
981,997,473,1
982,573,788,0
983,998,214,0
984,999,89,1
985,1000,940,0
986,1001,143,1
987,7,288,0
988,1002,941,0
989,303,218,0
990,51,943,1
991,1003,944,0
992,1004,945,0
993,1005,946,0
994,1006,947,0
995,197,948,0
996,1008,112,0
997,8,563,1
998,321,949,1
999,1011,715,0
1000,951,30,0
1001,754,950,1
1002,23,217,1
1003,1014,350,0
1004,14,951,1
1005,517,482,0
1006,104,191,0
1007,1016,952,1
1008,8,954,1
1009,684,70,0
1010,23,955,1
1011,1018,236,1
1012,463,956,0
1013,1019,3,1
1014,802,263,1
1015,955,957,0
1016,494,958,1
1017,284,3,1
1018,58,959,1
1019,8,960,1
1020,1021,737,0
1021,882,962,0
1022,25,963,0
1023,1024,827,1
1024,23,964,1
1025,416,77,1
1026,7,935,0
1027,573,966,0
1028,130,967,1
1029,130,959,1
1030,14,969,1
1031,1026,3,1
1032,466,970,1
1033,1027,692,1
1034,1028,309,1
1035,1029,85,1
1036,162,612,1
1037,8,972,1
1038,1030,558,1
1039,89,69,1
1040,1031,513,0
1041,74,565,1
1042,490,174,0
1043,1032,89,1
1044,1034,975,0
1045,197,177,0
1046,1035,508,0
1047,149,313,0
1048,23,977,1
1049,230,3,1
1050,144,979,0
1051,1038,981,0
1052,173,983,0
1053,1040,85,1
1054,1043,69,1
1055,1044,296,1
1056,184,987,0
1057,1046,988,0
1058,466,990,1
1059,182,991,0
1060,1047,992,0
1061,58,643,1
1062,324,995,1
1063,1048,431,0
1064,1019,3,1
1065,1049,707,0
1066,203,54,1
1067,477,743,0
1068,1050,996,0
1069,1051,997,1
1070,1052,106,1
1071,23,44,1
1072,14,765,1
1073,699,400,0
1074,1054,1000,0
1075,1055,89,1
1076,1056,89,1
1077,1057,202,0
1078,1059,44,1
1079,472,488,0
1080,1060,666,0
1081,188,1001,0
1082,1061,599,0
1083,518,376,0
1084,1063,211,1
1085,521,85,1
1086,1064,148,0
1087,466,792,1
1088,859,5,1
1089,1064,549,0
1090,23,1003,1
1091,14,700,1
1092,1069,597,0
1093,8,319,1
1094,1070,1005,0
1095,1071,1006,0
1096,808,616,0
1097,8,77,1
1098,1073,44,1
1099,89,612,1
1100,285,338,1
1101,89,69,1
1102,14,319,1
1103,1074,3,1
1104,31,868,0
1105,162,1009,1
1106,367,276,1
1107,1077,1010,0
1108,23,1011,1
1109,1078,3,1
1110,1079,1012,0
1111,199,331,0
1112,325,669,0
1113,1080,450,0
1114,1082,3,1
1115,242,1014,0
1116,818,616,0
1117,353,1015,0
1118,1084,1016,0
1119,14,363,1
1120,828,1017,0
1121,586,1018,0
1122,875,64,0
1123,866,1019,0
1124,1086,316,0
1125,1087,202,1
1126,324,1020,1
1127,1088,90,1
1128,1089,1021,1
1129,803,1022,1
1130,212,38,0
1131,722,625,0
1132,790,399,1
1133,1093,382,1
1134,277,482,0
1135,1094,1026,0
1136,1096,1028,0
1137,1097,511,0
1138,1050,848,0
1139,1099,1030,0
1140,1102,1033,1
1141,366,583,0
1142,1103,1034,0
1143,808,1035,0
1144,1105,795,0
1145,58,1036,1
1146,1106,868,1
1147,1108,383,0
1148,1109,828,1
1149,1110,1037,1
1150,1111,18,1
1151,420,3,1
1152,158,1038,0
1153,416,69,1
1154,1114,775,0
1155,324,1039,1
1156,1118,1040,1
1157,412,1041,0
1158,1119,1042,0
1159,1121,3,1
1160,1122,347,1
1161,944,175,0
1162,155,760,1
1163,1123,94,1
1164,1124,1043,1
1165,144,1044,0
1166,679,1045,0
1167,1125,419,1
1168,14,217,1
1169,72,597,0
1170,1127,565,1
1171,1128,1047,0
1172,887,676,0
1173,30,69,1
1174,709,1048,0
1175,1129,743,0
1176,829,1049,0
1177,1130,1050,0
1178,569,565,1
1179,1069,1051,0
1180,1133,633,1
1181,26,426,0
1182,1135,1052,0
1183,14,1053,1
1184,51,627,1
1185,1136,457,1
1186,1137,600,0
1187,576,117,0
1188,58,69,1
1189,1139,1054,0
1190,10,1021,0
1191,145,938,1
1192,1140,1055,0
1193,1141,1056,0
1194,825,1057,1
1195,8,1059,1
1196,1144,1060,0
1197,1145,89,1
1198,157,121,0
1199,325,382,0
1200,981,1062,1
1201,25,560,0
1202,283,90,1
1203,549,383,0
1204,23,551,1
1205,23,1064,1
1206,26,1014,0
1207,23,1065,1
1208,897,439,1
1209,1148,1066,0
1210,8,1067,1
1211,882,174,0
1212,179,840,1
1213,1150,725,1
1214,573,1069,0
1215,1152,112,0
1216,1078,3,1
1217,14,1072,1
1218,416,1074,1
1219,1071,1076,0
1220,276,4,0
1221,464,730,0
1222,18,3,1
1223,1154,1078,0
1224,1155,1079,0
1225,23,883,1
1226,1156,695,0
1227,1157,1081,0
1228,1158,1082,0
1229,1159,202,1
1230,1160,122,1
1231,23,399,1
1232,1161,44,1
1233,625,1084,0
1234,391,1085,1
1235,1162,1018,0
1236,1163,1086,0
1237,466,236,1
1238,1166,143,0
1239,1167,685,0
1240,1170,122,1
1241,8,1089,1
1242,279,938,1
1243,1171,122,1
1244,779,715,0
1245,8,3,1
1246,1172,627,1
1247,839,41,1
1248,1173,18,0
1249,1174,124,0
1250,14,1090,1
1251,417,1091,0
1252,102,44,1
1253,1178,69,1
1254,1179,1094,0
1255,285,69,1
1256,1180,734,0
1257,1181,40,1
1258,1183,194,1
1259,1,883,1
1260,1185,85,1
1261,1186,1100,0
1262,105,1101,0
1263,1188,85,1
1264,9,959,1
1265,1191,85,1
1266,1192,1102,0
1267,1193,439,1
1268,1194,1103,1
1269,662,1104,0
1270,64,1105,0
1271,14,1106,1
1272,14,451,1
1273,24,179,1
1274,23,1107,1
1275,477,461,0
1276,14,1108,1
1277,1201,1109,0
1278,174,1110,0
1279,14,217,1
1280,107,202,1
1281,1203,1111,0
1282,1205,1113,0
1283,442,211,1
1284,563,64,0
1285,8,236,1
1286,1208,1114,0
1287,1210,112,0
1288,1211,150,1
1289,1212,1115,1
1290,1213,695,0
1291,74,441,1
1292,324,1116,1
1293,868,691,0
1294,58,338,1
1295,1215,337,0
1296,1217,182,0
1297,23,47,1
1298,44,753,1
1299,145,1117,1
1300,1219,33,0
1301,107,202,1
1302,1220,94,1
1303,1191,124,1
1304,409,1118,0
1305,1222,3,1
1306,1223,1060,0
1307,1224,278,1
1308,814,425,1
1309,1226,294,0
1310,1088,242,1
1311,1056,89,1
1312,1227,1120,1
1313,199,409,0
1314,1231,1122,0
1315,381,1123,0
1316,76,1124,1
1317,14,1125,1
1318,1232,1010,0
1319,1234,1126,0
1320,981,114,1
1321,23,719,1
1322,579,207,1
1323,961,1129,0
1324,1238,1131,0
1325,279,1132,1
1326,1240,505,0
1327,1241,1134,1
1328,85,1135,0
1329,1243,1136,0
1330,466,1137,1
1331,1245,1078,0
1332,14,719,1
1333,1246,36,1
1334,8,1138,1
1335,1247,685,0
1336,145,69,1
1337,1249,511,0
1338,1251,1104,0
1339,1144,1139,0
1340,315,1140,1
1341,14,1141,1
1342,13,1140,1
1343,1002,771,0
1344,1252,1142,0
1345,14,1143,1
1346,1253,1144,0
1347,562,1145,0
1348,1254,1146,0
1349,1255,827,1
1350,1256,606,0
1351,1257,3,1
1352,1258,1147,1
1353,30,466,1
1354,1260,1148,0
1355,165,168,1
1356,1261,427,0
1357,416,319,1
1358,1263,742,0
1359,14,624,1
1360,130,69,1
1361,1264,1149,0
1362,1266,1021,1
1363,767,261,0
1364,14,1150,1
1365,1061,182,0
1366,1116,742,1
1367,1001,94,1
1368,401,827,0
1369,140,33,0
1370,536,1152,0
1371,14,217,1
1372,571,1153,0
1373,8,1154,1
1374,1268,1156,0
1375,1269,1158,0
1376,1271,1062,0
1377,1272,1161,0
1378,999,89,1
1379,1273,20,0
1380,1199,211,1
1381,1275,660,0
1382,13,1163,1
1383,285,1009,1
1384,8,1165,1
1385,566,69,1
1386,1278,462,0
1387,545,1050,0
1388,1281,76,1
1389,14,1167,1
1390,1283,3,1
1391,722,868,0
1392,8,255,1
1393,1285,439,1
1394,1257,398,1
1395,1287,349,1
1396,1288,713,0
1397,8,1171,1
1398,1289,69,1
1399,1290,752,0
1400,1291,765,0
1401,882,936,0
1402,1292,85,1
1403,1293,1054,0
1404,24,475,1
1405,1065,868,1
1406,23,563,1
1407,402,18,1
1408,1223,902,0
1409,339,675,0
1410,1297,439,1
1411,1298,1176,0
1412,62,117,1
1413,1299,1177,0
1414,582,1178,0
1415,23,44,1
1416,1300,1179,0
1417,1301,1180,0
1418,523,238,0
1419,1302,44,1
1420,1259,775,0
1421,130,534,1
1422,145,53,1
1423,47,44,1
1424,23,1183,1
1425,1308,1184,0
1426,7,60,0
1427,1309,938,1
1428,1312,556,0
1429,416,356,1
1430,586,1187,0
1431,466,827,1
1432,14,192,1
1433,285,69,1
1434,1015,475,1
1435,1314,1188,0
1436,1316,1189,0
1437,279,618,1
1438,182,1190,0
1439,986,18,1
1440,1318,1066,0
1441,1319,639,0
1442,9,242,1
1443,1298,1102,0
1444,1322,1193,0
1445,391,296,1
1446,1212,952,1
1447,1323,565,1
1448,1317,91,1
1449,1324,439,0
1450,8,1195,1
1451,669,1196,0
1452,319,1197,1
1453,1325,1198,0
1454,1326,175,0
1455,14,446,1
1456,58,150,1
1457,1330,44,1
1458,1331,319,1
1459,367,1200,1
1460,1332,1201,0
1461,1334,209,0
1462,1335,1050,0
1463,1338,85,1
1464,139,914,0
1465,1339,380,1
1466,1340,1204,0
1467,1341,247,0
1468,8,868,1
1469,1342,3,1
1470,1343,1206,0
1471,23,126,1
1472,1346,404,0
1473,203,475,1
1474,1347,1208,0
1475,1348,614,0
1476,1349,1037,1
1477,9,267,1
1478,203,1209,1
1479,1350,889,1
1480,754,98,1
1481,1351,866,0
1482,31,194,0
1483,1353,14,1
1484,1354,1211,0
1485,55,1212,1
1486,96,1213,1
1487,1355,1021,1
1488,1357,1215,0
1489,607,1216,0
1490,1358,1217,0
1491,1359,182,0
1492,1360,1218,0
1493,621,1219,1
1494,76,967,1
1495,1361,209,0
1496,1363,677,0
1497,868,1222,0
1498,1365,1223,0
1499,1366,475,1
1500,1367,1226,0
1501,8,83,1
1502,315,1227,1
1503,1369,89,1
1504,8,1171,1
1505,37,511,0
1506,130,207,1
1507,1371,716,0
1508,8,236,1
1509,828,1228,0
1510,23,76,1
1511,1219,1229,0
1512,1373,1230,1
1513,58,1231,1
1514,1374,492,0
1515,1376,167,1
1516,1377,169,0
1517,197,1234,0
1518,790,44,1
1519,489,1235,1
1520,167,1236,1
1521,453,175,0
1522,1380,1237,1
1523,14,1238,1
1524,1381,773,0
1525,466,1240,1
1526,508,948,0
1527,228,33,0
1528,23,818,1
1529,1384,1241,0
1530,366,1242,0
1531,366,1243,0
1532,8,737,1
1533,14,719,1
1534,1283,3,1
1535,51,1212,1
1536,634,362,0
1537,1390,649,0
1538,1348,160,0
1539,1392,641,0
1540,1395,1247,1
1541,1396,3,1
1542,1392,1047,0
1543,325,946,0
1544,1397,93,1
1545,1399,3,1
1546,821,1217,0
1547,1400,1250,0
1548,829,1251,0
1549,14,1252,1
1550,477,709,0
1551,638,1254,0
1552,228,1255,0
1553,1401,1256,0
1554,1402,1257,0
1555,1404,78,0
1556,643,709,0
1557,1011,426,0
1558,130,69,1
1559,54,1258,1
1560,544,1259,1
1561,1405,1006,0
1562,23,1261,1
1563,130,29,1
1564,34,42,0
1565,1407,897,0
1566,1408,903,1
1567,1409,44,1
1568,529,1152,0
1569,285,1263,1
1570,1413,85,1
1571,1414,182,0
1572,14,1033,1
1573,1415,1264,0
1574,381,63,0
1575,754,145,1
1576,1417,201,0
1577,1,1165,1
1578,1418,1266,0
1579,274,1076,0
1580,1422,3,1
1581,587,66,0
1582,197,1269,0
1583,1426,835,0
1584,312,3,1
1585,155,80,1
1586,530,337,1
1587,1428,1271,0
1588,1429,124,0
1589,155,1275,1
1590,889,251,0
1591,8,736,1
1592,51,287,1
1593,1433,1277,1
1594,23,395,1
1595,1434,565,1
1596,14,1278,1
1597,566,466,1
1598,1436,89,1
1599,1437,168,1
1600,625,1280,0
1601,14,31,1
1602,1438,261,0
1603,1439,573,0
1604,1223,46,0
1605,1440,48,0
