,smiles,sequence,interactions
405,521,424,1
406,453,280,1
407,523,195,1
408,524,426,1
409,525,427,0
410,528,269,1
411,529,165,1
412,354,429,1
413,530,430,0
414,531,431,0
415,533,432,0
416,534,433,1
417,537,436,0
418,141,260,1
419,538,437,0
420,539,439,0
421,541,440,0
422,542,441,0
423,543,442,0
424,544,443,0
425,545,354,1
426,546,444,0
427,547,417,1
428,548,92,1
429,549,443,1
430,550,252,1
431,551,445,0
432,552,446,0
433,554,233,1
434,558,147,1
435,511,159,1
436,561,147,1
437,562,453,1
438,563,454,0
439,564,455,0
440,565,374,0
441,167,87,1
442,396,253,1
443,572,459,0
444,574,411,1
445,575,461,1
446,576,462,1
447,577,463,0
448,25,464,1
449,578,465,0
450,580,273,1
451,581,206,1
452,582,467,0
453,309,147,1
454,71,51,1
455,583,468,1
456,584,405,1
457,585,140,1
458,586,469,1
459,587,470,0
460,588,471,0
461,589,8,1
462,590,472,0
463,592,208,1
464,594,474,0
465,595,475,1
466,439,190,0
467,598,478,0
468,413,479,1
469,599,480,1
470,451,481,0
471,600,482,0
472,601,483,0
473,337,92,1
474,602,484,0
475,205,269,1
476,604,486,0
477,605,334,1
478,606,27,1
479,608,195,1
480,610,488,0
481,611,208,1
482,612,202,1
483,267,214,1
484,615,148,1
485,616,490,1
486,62,208,1
487,617,492,0
488,345,493,1
489,258,29,1
490,618,29,1
491,619,90,0
492,620,494,0
493,532,29,1
494,57,136,1
495,623,496,0
496,624,132,1
497,65,497,1
498,532,498,0
499,396,499,0
500,627,500,0
501,628,501,0
502,629,502,0
503,498,505,1
504,102,506,0
505,632,507,1
506,510,508,0
507,633,509,0
508,350,405,1
509,635,279,0
510,636,510,0
511,637,266,0
512,638,14,1
513,641,513,0
514,517,514,0
515,12,147,1
516,643,516,0
517,644,517,0
518,646,519,1
519,651,521,1
520,652,522,0
521,653,523,0
522,654,118,1
523,655,524,0
524,656,525,1
525,657,468,1
526,659,528,0
527,660,14,1
528,662,530,1
529,72,29,1
530,663,235,1
531,667,533,0
532,13,534,0
533,670,535,0
534,671,536,0
535,672,537,0
536,675,125,0
537,406,253,1
538,678,148,1
539,679,469,1
540,681,542,0
541,682,543,1
542,683,3,0
543,126,545,1
544,684,169,1
545,685,276,0
546,686,546,0
547,687,547,0
548,689,401,1
549,690,550,1
550,691,551,0
551,693,553,0
552,694,87,1
553,695,554,0
554,698,556,1
555,700,558,0
556,701,559,0
557,702,560,1
558,264,29,1
559,703,562,0
560,704,563,0
561,357,564,0
562,705,257,1
563,706,232,1
564,707,565,1
565,708,396,1
566,709,566,1
567,710,567,0
568,712,569,0
569,714,118,1
570,716,295,1
571,717,570,1
572,95,148,1
573,721,273,0
574,722,572,0
575,723,215,0
576,726,574,0
577,729,87,1
578,730,14,1
579,732,577,1
580,286,578,1
581,733,579,0
582,79,581,0
583,735,582,0
584,736,583,0
585,737,479,1
586,738,530,0
587,713,148,1
588,579,584,1
589,267,118,1
590,739,585,0
591,740,586,0
592,741,403,1
593,743,588,0
594,744,590,0
595,322,461,1
596,745,591,0
597,747,405,1
598,151,593,1
599,187,594,1
600,749,208,1
601,751,352,0
602,752,145,0
603,753,100,1
604,604,401,1
605,755,29,1
606,756,345,0
607,757,597,0
608,619,598,1
609,759,599,0
610,760,600,0
611,761,469,1
612,762,601,0
613,764,602,0
614,766,604,0
615,767,605,0
616,768,606,0
617,769,607,0
618,212,302,0
619,770,118,1
620,547,608,0
621,417,609,0
622,772,611,0
623,773,78,0
624,775,144,1
625,392,72,1
626,776,614,0
627,777,172,1
628,778,64,1
629,779,615,0
630,780,461,1
631,781,616,1
632,125,3,1
633,314,443,1
634,532,617,0
635,784,369,0
636,785,618,0
637,552,619,0
638,6,620,0
639,786,621,0
640,358,7,0
641,787,622,0
642,206,572,0
643,788,261,1
644,240,125,1
645,344,148,1
646,792,433,1
647,794,627,1
648,284,106,1
649,796,628,0
650,798,629,0
651,799,630,1
652,800,631,0
653,801,632,1
654,803,524,0
655,328,634,1
656,804,253,1
657,805,320,1
658,806,635,0
659,678,67,1
660,808,134,1
661,188,638,1
662,810,147,1
663,153,194,1
664,812,640,1
665,813,148,1
666,279,641,1
667,391,642,1
668,815,92,1
669,816,643,1
670,817,191,0
671,818,118,1
672,819,644,1
673,820,103,1
674,821,645,0
675,83,3,1
676,822,646,0
677,323,426,1
678,823,648,0
679,824,649,1
680,825,650,0
681,826,651,1
682,828,652,0
683,829,17,0
684,726,524,0
685,831,455,0
686,832,653,0
687,833,654,1
688,12,10,1
689,834,61,0
690,356,118,1
691,547,655,0
692,181,118,1
693,835,204,0
694,757,409,0
695,837,80,0
696,838,656,0
697,14,442,0
698,731,16,1
699,841,658,0
700,811,317,0
701,316,659,1
702,843,661,0
703,844,229,1
704,845,342,1
705,846,27,1
706,848,87,0
707,849,663,0
708,852,111,1
709,854,666,0
710,109,380,1
711,813,668,1
712,856,669,0
713,858,671,1
714,151,672,1
715,860,673,0
716,852,674,0
717,861,675,1
718,532,676,0
719,776,678,0
720,863,679,1
721,864,570,0
722,865,72,1
723,578,680,0
724,179,681,1
725,721,14,1
726,867,682,0
727,868,453,1
728,869,390,1
729,870,683,0
730,90,14,1
731,430,480,1
732,475,685,0
733,57,546,0
734,872,686,0
735,717,78,1
736,876,688,0
737,877,237,0
738,878,565,1
739,780,690,1
740,881,516,0
741,882,692,0
742,883,195,1
743,884,693,1
744,885,560,1
745,313,255,0
746,706,694,1
747,696,260,1
748,887,695,0
749,888,264,1
750,385,550,1
751,889,355,0
752,771,524,0
753,890,164,0
754,218,700,1
755,347,701,0
756,893,160,0
757,894,402,1
758,414,369,1
759,895,364,0
760,896,648,1
761,897,702,1
762,286,703,1
763,884,705,1
764,900,707,0
765,901,262,1
766,902,341,0
767,904,708,1
768,905,266,0
769,906,709,0
770,151,29,1
771,907,204,1
772,908,64,0
773,909,274,0
774,911,261,1
775,913,20,0
776,65,710,1
777,914,432,0
778,158,488,0
779,730,711,1
780,915,712,0
781,35,14,1
782,916,426,1
783,918,714,1
784,919,715,0
785,529,717,1
786,869,118,1
787,921,718,0
788,922,640,0
789,923,273,1
790,924,719,1
791,887,273,1
792,926,721,0
793,927,722,0
794,928,723,0
795,929,724,1
796,930,725,0
797,583,221,1
798,931,726,1
799,933,728,0
800,840,729,0
801,281,731,0
802,936,732,0
803,303,628,0
804,937,177,1
805,13,733,1
806,939,725,1
807,940,546,0
808,330,736,1
809,944,229,1
810,669,738,0
811,945,514,0
812,765,739,0
813,947,638,1
814,822,741,1
815,948,64,1
816,949,566,0
817,950,269,1
818,951,469,1
819,953,743,0
820,954,744,0
821,955,745,0
822,956,542,0
823,81,746,1
824,800,747,0
825,957,748,0
826,959,749,0
827,769,111,1
828,211,120,1
829,960,362,0
830,961,750,0
831,962,8,1
832,963,354,1
833,964,751,0
834,965,480,1
835,966,752,1
836,967,753,0
837,182,754,1
838,968,516,0
839,732,194,0
840,969,14,1
841,970,755,1
842,406,757,1
843,972,64,1
844,884,759,1
845,974,87,1
846,975,736,1
847,976,760,1
848,978,761,0
849,979,433,1
850,980,103,1
851,981,762,0
852,982,763,1
853,983,764,0
854,984,765,0
855,304,764,0
856,985,461,1
857,986,766,0
858,987,378,1
859,285,559,0
860,988,369,1
861,990,767,1
862,992,768,0
863,993,769,0
864,994,237,1
865,996,770,0
866,997,771,0
867,998,772,0
868,1000,611,0
869,1001,773,0
870,820,774,1
871,1002,775,1
872,1003,37,1
873,90,125,1
874,223,327,0
875,1005,29,1
876,1006,749,0
877,1007,106,1
878,255,777,0
879,1009,84,1
880,1012,29,1
881,949,666,0
882,1013,20,0
883,1014,782,1
884,1015,783,0
885,279,784,1
886,1016,22,0
887,198,465,1
888,406,786,1
889,675,348,0
890,1019,787,0
891,1020,788,1
892,1021,789,0
893,1022,790,0
894,668,8,1
895,561,339,1
896,1023,791,1
897,1024,792,1
898,1025,793,0
899,205,125,1
900,1027,795,0
901,1029,280,0
902,1031,135,1
903,428,14,1
904,1034,389,0
905,1035,208,1
906,1036,550,1
907,1038,608,0
908,1039,322,0
909,1040,226,0
910,989,800,0
911,803,550,1
912,453,801,0
913,1041,148,1
914,148,35,1
915,1043,802,0
916,1046,804,0
917,1049,111,1
918,1050,808,0
919,1051,685,0
920,1052,338,1
921,413,809,1
922,286,811,1
923,307,638,1
924,1056,13,1
925,1057,728,0
926,1058,812,0
927,1060,550,1
928,238,814,1
929,1061,115,1
930,1062,29,1
931,1063,815,1
932,818,131,1
933,183,650,0
934,1066,166,0
935,1067,816,1
936,1068,817,0
937,297,147,1
938,1069,29,1
939,1070,818,0
940,1071,202,0
941,1072,819,0
942,1074,546,0
943,1075,426,1
944,1076,337,1
945,1077,821,1
946,689,822,0
947,1078,8,1
948,1079,823,0
949,1082,253,1
950,1011,21,1
951,1084,14,1
952,711,208,0
953,1085,327,0
954,1086,826,0
955,1087,330,0
956,1088,14,1
957,625,13,1
958,1090,828,0
959,740,757,1
960,148,8,1
961,1093,830,1
962,3,339,1
963,1094,831,0
964,1095,832,0
965,134,650,0
966,1096,833,1
967,1097,834,1
968,1098,826,0
969,1007,835,1
970,1099,125,1
971,991,148,1
972,1100,195,1
973,1101,378,1
974,52,836,1
975,1102,464,1
976,1103,96,0
977,1104,118,1
978,472,837,0
979,735,424,1
980,1107,131,0
981,1109,20,1
982,1111,840,0
983,1112,841,1
984,141,84,1
985,17,842,0
986,1113,843,0
987,899,405,0
988,651,253,1
989,1114,67,1
990,664,844,0
991,561,711,1
992,1115,546,1
993,1117,845,1
994,1119,443,1
995,1120,846,0
996,1121,648,1
997,1122,847,1
998,1123,132,1
999,1124,118,1
1000,1125,206,1
1001,529,850,1
1002,914,809,1
1003,1128,852,1
1004,1129,853,1
1005,1130,854,1
1006,444,147,1
1007,822,855,0
1008,1133,856,0
1009,100,857,0
1010,514,858,0
1011,614,859,0
1012,1136,861,0
1013,1062,642,1
1014,1137,640,0
1015,1138,862,0
1016,1139,863,1
1017,1140,620,0
1018,735,340,1
1019,1141,420,0
1020,1142,864,0
1021,1145,865,0
1022,958,194,1
1023,365,866,0
1024,1133,86,1
1025,1146,867,0
1026,569,111,1
1027,396,868,1
1028,1147,869,1
1029,10,320,1
1030,1150,509,1
1031,165,628,1
1032,527,729,1
1033,1152,722,0
1034,1154,873,0
1035,519,874,0
1036,1156,875,1
1037,1157,565,1
1038,1160,736,1
1039,1162,876,0
1040,1163,877,0
1041,142,136,1
1042,1164,565,1
1043,1165,148,1
1044,1166,809,1
1045,1167,12,0
1046,1168,879,0
1047,1169,880,1
1048,1170,10,1
1049,1012,148,1
1050,792,414,0
1051,1172,10,0
1052,1174,16,0
1053,208,480,1
1054,1177,882,0
1055,1178,883,0
1056,1179,402,0
1057,1181,885,0
1058,179,67,1
1059,1182,877,1
1060,1183,888,0
1061,1184,605,0
1062,1185,889,1
1063,505,614,0
1064,1189,719,0
1065,1190,894,1
1066,1191,611,1
1067,1192,564,0
1068,1193,137,0
1069,1194,479,1
1070,730,52,1
1071,515,895,0
1072,230,147,1
1073,1196,896,1
1074,1197,897,0
1075,651,29,1
1076,371,726,1
1077,1200,899,0
1078,1201,901,1
1079,1203,224,1
1080,162,566,0
1081,1204,165,0
1082,1205,903,0
1083,1207,659,0
1084,1208,905,0
1085,331,906,1
1086,1210,194,1
1087,553,396,1
1088,319,405,1
1089,1193,319,0
1090,1213,789,0
1091,1215,910,0
1092,1216,911,0
1093,1217,100,1
1094,1067,912,0
1095,1218,913,1
1096,1219,378,1
1097,309,84,1
1098,488,809,1
1099,689,914,1
1100,1221,916,0
1101,1222,273,1
1102,341,917,1
1103,1223,480,1
1104,1224,914,1
1105,1225,918,0
1106,8,550,1
1107,1226,919,0
1108,1227,920,0
1109,1228,921,1
1110,1089,922,0
1111,1230,606,0
1112,271,253,1
1113,1231,889,0
1114,969,354,0
1115,1232,111,1
1116,1234,924,0
1117,1235,284,0
1118,282,925,0
1119,286,926,1
1120,628,929,0
1121,1237,930,1
1122,1238,668,0
1123,1239,836,0
1124,184,931,0
1125,1242,222,0
1126,1243,934,0
1127,1244,412,1
1128,1245,935,0
1129,1246,936,0
1130,1249,711,0
1131,385,835,1
1132,1250,29,1
1133,185,550,1
1134,1251,937,1
1135,927,938,0
1136,790,861,1
1137,1252,105,0
1138,157,273,1
1139,1171,939,0
1140,1253,405,1
1141,1255,317,0
1142,1241,6,1
1143,1257,183,0
1144,1258,940,0
1145,1259,941,1
1146,1260,942,0
1147,1261,480,0
1148,181,195,1
1149,1262,345,0
1150,1173,148,1
1151,1263,943,0
1152,1264,224,0
1153,1195,944,0
1154,1266,946,0
1155,1268,947,0
1156,1271,151,1
1157,733,949,0
1158,1273,118,1
1159,1274,950,0
1160,107,673,1
1161,1275,951,0
1162,219,111,1
1163,1276,692,0
1164,1277,402,0
1165,1278,119,1
1166,1281,550,1
1167,1282,125,1
1168,538,784,0
1169,1283,493,1
1170,1284,253,1
1171,501,873,0
1172,756,953,0
1173,1285,954,1
1174,833,396,1
1175,1286,412,1
1176,1287,483,0
1177,498,67,1
1178,1290,566,1
1179,1291,148,1
1180,1119,958,0
1181,1292,581,0
1182,1293,30,1
1183,949,207,1
1184,892,280,1
1185,1295,169,1
1186,1296,777,1
1187,1297,959,0
1188,1299,961,0
1189,745,569,0
1190,686,962,0
1191,1300,237,1
1192,1301,963,1
1193,657,944,0
1194,964,566,1
1195,286,964,1
1196,52,965,1
1197,184,840,1
1198,1305,711,0
1199,1306,819,1
1200,916,966,0
1201,1307,501,0
1202,1308,784,0
1203,1310,207,1
1204,1311,967,0
1205,1312,148,1
1206,1313,968,1
1207,1314,327,1
1208,1315,969,1
1209,1316,970,0
1210,1318,253,1
1211,1319,971,1
1212,1320,972,0
1213,1321,973,0
1214,43,115,0
1215,1322,29,1
1216,1323,253,1
1217,1216,974,0
1218,1324,334,1
1219,64,668,0
1220,1325,869,0
1221,1326,80,1
1222,1327,975,0
1223,1328,273,1
1224,1329,976,0
1225,1330,977,0
1226,1331,18,1
1227,1315,980,0
1228,1332,525,1
1229,1334,10,1
1230,1335,982,0
1231,1336,983,0
1232,1337,67,1
1233,1208,984,0
1234,880,268,0
1235,49,137,0
1236,509,809,1
1237,1339,92,1
1238,1340,140,1
1239,1084,295,1
1240,1341,14,1
1241,822,985,0
1242,1342,27,1
1243,1343,273,0
1244,1344,675,1
1245,1345,20,0
1246,1347,744,0
1247,1348,987,1
1248,1349,988,0
1249,1350,943,0
1250,1351,533,0
1251,1352,989,0
1252,1353,67,0
1253,1355,464,1
1254,1356,271,0
1255,1357,405,1
1256,1359,991,0
1257,1360,300,0
1258,1361,992,1
1259,1362,363,1
1260,911,690,1
1261,1364,666,0
1262,926,993,1
1263,1365,506,0
1264,849,996,0
1265,1367,688,0
1266,157,997,0
1267,211,237,1
1268,1368,977,0
1269,1369,148,1
1270,220,998,1
1271,251,999,1
1272,1370,1000,0
1273,1158,1002,0
1274,1327,233,0
1275,976,1003,0
1276,1373,1004,1
1277,1374,282,1
1278,1377,1006,0
1279,1379,1008,0
1280,1380,1009,0
1281,1381,690,1
1282,1383,1011,1
1283,264,118,1
1284,383,830,0
1285,78,1012,0
1286,812,765,0
1287,1384,1013,1
1288,1385,1014,0
1289,251,67,1
1290,109,1015,1
1291,1386,942,0
1292,1026,508,1
1293,722,6,0
1294,435,1016,0
1295,1387,225,0
1296,1388,1017,0
1297,165,8,1
1298,1390,1018,0
1299,1392,1020,1
1300,233,1021,0
1301,1314,1022,1
1302,505,1023,0
1303,689,29,1
1304,1394,118,1
1305,1086,1024,1
1306,839,1025,0
1307,1395,1026,0
1308,969,148,1
1309,914,337,0
1310,439,378,1
1311,345,550,1
1312,1397,1028,0
1313,386,914,1
1314,1056,733,1
1315,215,194,1
1316,1398,1030,0
1317,1399,1031,0
1318,1400,1032,0
1319,1401,621,0
1320,1096,628,0
1321,286,732,1
1322,1402,1035,1
1323,1403,272,0
1324,1404,1036,0
1325,1405,519,1
1326,1406,934,0
1327,1408,1038,0
1328,1409,210,0
1329,1410,1039,1
1330,1412,1040,1
1331,1413,1041,0
1332,115,215,0
1333,1414,67,1
1334,1415,469,0
1335,1416,1042,1
1336,1417,1043,0
1337,1418,792,1
1338,1419,569,0
1339,1420,1045,0
1340,1421,1046,0
1341,182,1047,1
1342,1028,1048,0
1343,1422,183,0
1344,1423,1050,0
1345,1424,973,0
1346,608,762,0
1347,75,195,1
1348,1429,431,0
1349,167,14,1
1350,1431,1054,0
1351,1432,204,1
1352,1433,235,0
1353,1434,480,1
1354,1437,103,0
1355,1438,187,0
1356,1439,525,0
1357,1440,260,1
1358,1441,1056,0
1359,1442,29,1
1360,1371,106,1
1361,801,757,1
1362,1443,1057,0
1363,884,62,1
1364,1054,875,1
1365,1445,725,0
1366,1045,54,1
1367,1447,1058,0
1368,1448,1060,0
1369,1450,998,1
1370,1452,1063,1
1371,1453,92,0
1372,1454,136,1
1373,1358,755,1
1374,1456,253,0
1375,1457,1064,1
1376,1458,1065,0
1377,785,941,0
1378,1282,148,1
1379,1459,1066,0
1380,1460,616,1
1381,1461,669,0
1382,1462,524,1
1383,1463,14,1
1384,453,628,1
1385,35,505,1
1386,41,39,0
1387,489,1067,0
1388,339,260,0
1389,1464,875,1
1390,781,914,0
1391,1465,441,0
1392,1466,1068,0
1393,1467,29,1
1394,211,550,1
1395,1468,1069,1
1396,1469,614,0
1397,1471,1071,1
1398,1472,906,1
1399,1474,608,0
1400,826,1073,1
1401,1476,106,1
1402,1407,148,1
1403,49,1074,1
1404,1477,1075,0
1405,1478,574,0
1406,1093,354,0
1407,1480,911,1
1408,953,879,0
1409,1481,1077,0
1410,199,1078,0
1411,507,652,0
1412,1484,1079,0
1413,1382,13,1
1414,1042,818,0
1415,1192,479,0
1416,950,1081,0
1417,467,755,1
1418,1489,560,1
1419,1490,1083,1
1420,1492,1085,1
1421,1493,1086,0
1422,1495,869,0
1423,1453,1088,0
1424,1496,169,1
1425,1498,70,0
1426,1499,1089,1
1427,1500,774,0
1428,1501,1090,0
1429,600,376,0
1430,727,63,1
1431,1503,177,1
1432,1504,1091,0
1433,1506,18,1
1434,1508,184,0
1435,352,1092,0
1436,1509,393,0
1437,1510,1093,1
1438,1244,14,1
1439,1511,253,1
1440,1512,111,1
1441,795,1094,0
1442,1084,3,1
1443,734,1095,0
1444,1513,814,0
1445,1514,1096,0
1446,953,1097,0
1447,259,494,0
1448,1515,118,1
1449,123,106,1
1450,1516,961,0
1451,1517,1098,0
1452,1518,690,1
1453,1519,1100,1
1454,1520,1101,0
1455,1521,1042,1
1456,884,404,1
1457,1522,1102,0
1458,111,369,0
1459,241,1103,0
1460,1524,577,0
1461,365,488,0
1462,186,1104,0
1463,1527,233,1
1464,916,37,1
1465,1528,1105,1
1466,1160,1107,0
1467,948,1108,0
1468,158,1109,0
1469,1531,875,1
1470,518,365,1
1471,267,1111,1
1472,1532,264,0
1473,1533,906,1
1474,1535,29,1
1475,1537,1113,0
1476,1538,389,1
1477,1539,14,1
1478,309,237,1
1479,737,122,0
1480,1541,340,0
1481,1542,1115,1
1482,1543,914,1
1483,1544,566,1
1484,279,174,1
1485,1545,498,1
1486,713,558,0
1487,1088,363,0
1488,1546,546,1
1489,432,1117,1
1490,1548,894,0
1491,1549,671,0
1492,35,95,1
1493,1394,1118,0
1494,251,369,0
1495,1146,26,0
1496,1550,1119,0
1497,1551,632,0
1498,1552,858,0
1499,1553,1120,0
1500,219,1104,0
1501,559,433,1
1502,353,1122,0
1503,1555,1124,0
1504,293,222,0
1505,1556,1030,1
1506,38,1125,0
1507,1557,1026,0
1508,1558,1126,0
1509,162,1127,0
1510,297,67,1
1511,843,743,0
1512,1285,166,0
1513,1559,569,0
1514,1560,1129,0
1515,1562,148,1
1516,706,1024,1
1517,538,144,1
1518,1563,685,1
1519,1564,1131,0
1520,614,38,1
1521,1566,906,0
1522,714,914,1
1523,1567,1063,1
1524,230,876,1
1525,600,1132,1
1526,1570,533,0
1527,1572,1134,0
1528,1573,777,1
1529,951,1135,0
1530,109,924,1
1531,424,261,1
1532,1575,1136,0
1533,1213,1137,0
1534,1577,1138,0
1535,903,733,1
1536,966,724,1
1537,754,1140,0
1538,1579,273,1
1539,496,111,1
1540,1198,1142,0
1541,443,63,1
1542,1580,14,1
1543,1582,1143,0
1544,1042,148,1
1545,1583,70,1
1546,1584,111,0
1547,794,1144,1
1548,1585,1145,0
1549,1586,148,1
1550,1531,72,1
1551,1587,1147,0
1552,996,749,1
1553,1565,13,1
1554,461,1148,0
1555,869,417,1
1556,1588,1149,1
1557,1589,648,1
1558,1590,426,0
1559,1235,48,1
1560,795,1150,0
1561,674,148,1
1562,1593,773,1
1563,1595,206,1
1564,1596,975,0
1565,820,118,1
1566,1598,204,1
1567,528,30,0
1568,1599,1154,0
1569,1600,14,1
1570,331,1155,0
1571,1601,266,1
1572,1602,560,1
1573,1603,760,0
1574,1061,958,0
1575,1604,1157,0
1576,1605,1158,0
1577,1606,1159,1
1578,330,1161,0
1579,1608,1118,0
1580,1609,264,0
1581,145,480,1
1582,1610,100,1
1583,1611,834,1
1584,1612,1164,0
1585,1613,1165,0
1586,1614,1167,1
1587,1615,597,0
1588,1616,1168,0
1589,1617,1169,0
1590,269,1054,0
1591,1619,414,0
1592,1620,1171,0
